recency,purchase_frequency,avg_order_value,avg_purchase_interval,purchase_regularity,avg_order_value_score,recency_score,avg_purchase_interval_score,purchase_regularity_score,purchase_frequency_score,final_score,score_category
73,31.88,30.51,0.9411764705882352,1.0625,0.0003680933902554369,0.8042895442359249,0.006070096474152093,0.003555725664970416,0.003556753735489309,20.0,Very Low
27,4.05,17.18,7.411764705882353,0.1349206349206349,0.00019538360876634943,0.9276139410187667,0.04795183920077276,0.0004324947553200487,0.00043323033824514776,24.0,Low
5,84.68,3.46,0.3542857142857142,2.8225806451612905,1.7620802912615067e-05,0.9865951742627346,0.002271368016973927,0.009482052275281285,0.009482806030656099,25.0,Low
6,990.0,5.28,0.0303030303030303,33.0,4.1201583280967594e-05,0.9839142091152815,0.00017434701594185568,0.1110917392204509,0.1110921557249818,27.0,Low
215,420.0,10.13,0.0714285714285714,14.0,0.0001040404760208081,0.4235924932975871,0.0004405375492102238,0.04711728105828639,0.04711772753852215,12.0,Very Low
81,15.09,21.94,1.9878048780487805,0.5030674846625767,0.0002570564189605022,0.7828418230563002,0.012844538008313908,0.0016720734519699708,0.0016723139999618398,20.0,Very Low
83,26.73,15.87,1.1224489795918366,0.8909090909090909,0.00017841062949022757,0.7774798927613941,0.007243406891910854,0.002977965905252303,0.0029787391650327,20.0,Very Low
143,11.17,21.07,2.6867469879518078,0.3721973094170404,0.0002457842876855205,0.6166219839142091,0.01736853375078591,0.0012314235282373024,0.0012323495113812752,16.0,Very Low
18,3.62,6.32,8.289473684210526,0.1206349206349206,5.4676314920026176e-05,0.9517426273458445,0.05363292726919236,0.0003843936589575189,0.00038496892750799404,25.0,Low
40,128.78,4.97,0.2329545454545454,4.2926829268292686,3.7185076734709736e-05,0.8927613941018767,0.001486035893691907,0.01443199948121132,0.014432406527187448,23.0,Low
172,1320.0,4.38,0.0227272727272727,44.0,2.9540757824089965e-05,0.5388739946380696,0.00012531191770820874,0.14812958341959878,0.14812998256977422,17.0,Very Low
16,7.29,4.4,4.117647058823529,0.2428571428571428,2.9799887278687253e-05,0.9571045576407506,0.026630224721765877,0.0007959252611702731,0.0007968744563576552,24.0,Low
242,810.0,8.87,0.037037037037037,27.0,8.771532038117941e-05,0.3512064343163539,0.00021793376992731926,0.09088927874818843,0.09088970471873138,11.0,Very Low
12,42.62,6.14,0.7038123167155426,1.4208333333333334,5.234414982865064e-05,0.967828418230563,0.004533725426649294,0.004762261498730536,0.004762166645528917,24.0,Low
205,990.0,41.95,0.0303030303030303,33.0,0.0005163154382850812,0.45040214477211793,0.00017434701594185568,0.1110917392204509,0.1110921557249818,14.0,Very Low
49,3.86,11.32,7.769230769230769,0.1287128712871287,0.0001194586785693463,0.868632707774799,0.05026558582692873,0.0004115927387488724,0.00041190552884966123,23.0,Low
22,9.08,15.91,3.3043478260869565,0.3026315789473684,0.00017892888839942213,0.9410187667560321,0.02136603729604834,0.0009971903748977001,0.0009977766080309233,24.0,Low
9,10.44,53.31,2.873015873015873,0.3480662983425414,0.0006635009684963365,0.9758713136729222,0.018574183876948366,0.00115017256200592,0.0011504173489670375,25.0,Low
24,11.53,20.33,2.602409638554217,0.3842592592592592,0.00023619649786542108,0.935656836461126,0.016822649042739043,0.0012720370390549422,0.001272754413393776,24.0,Low
14,1.95,20.31,15.391304347826088,0.0649717514124293,0.0002359373684108238,0.9624664879356568,0.09960047054743541,0.00019697149629447928,0.00019753507650555958,26.0,Low
308,300.0,11.8,0.1,10.0,0.000125677785479681,0.1742627345844504,0.0006254699196914062,0.03364897407677807,0.03364942686768854,5.0,Very Low
155,1590.0,14.74,0.0188679245283018,53.0,0.00016376981530548125,0.5844504021447721,0.00010033177332502977,0.1784332741279925,0.17843365907914985,19.0,Very Low
306,720.0,5.93,0.0416666666666666,24.0,4.9623290555379204e-05,0.17962466487935658,0.0002478996632923255,0.08078804851205719,0.08078847921560617,7.0,Very Low
63,240.0,89.05,0.125,8.0,0.0011265653038616767,0.8310991957104558,0.0007872857438624406,0.02691482058602391,0.026915276532271732,21.0,Low
15,21.84,14.25,1.3735632183908046,0.7280334728033473,0.00015742114366784786,0.9597855227882037,0.008868777192404333,0.002429551199139536,0.0024299059126962302,24.0,Low
14,3.84,18.08,7.809523809523809,0.1280487804878048,0.00020704443422322704,0.9624664879356568,0.05052638788786373,0.00040935669406165005,0.00040966081207118894,25.0,Low
10,8.97,22.78,3.3448275862068964,0.2989690721649484,0.000267939856053588,0.9731903485254692,0.021628047925890494,0.0009848584334808278,0.000985430665749326,25.0,Low
64,8.61,19.26,3.4827586206896552,0.2871287128712871,0.00022233307204446665,0.8284182305630027,0.022520824886834132,0.0009449910350462317,0.0009450257637368248,21.0,Low
35,2.11,15.5,14.25,0.0701754385964912,0.00017361673458017788,0.906166219839142,0.09221322640049688,0.00021449271040215083,0.00021549281073333774,25.0,Low
107,16.92,15.91,1.7734375,0.5638766519823789,0.00017892888839942213,0.7131367292225201,0.011457016650140022,0.001876822585158221,0.0018777055851920527,18.0,Very Low
52,780.0,15.27,0.0384615384615384,26.0,0.00017063674585230916,0.8605898123324397,0.00022715404480885953,0.08752220200281134,0.08752262955102298,24.0,Low
5,711.43,4.2,0.0421686746987951,23.714285714285715,2.7208592732714447e-05,0.9865951742627346,0.0002511489770306996,0.0798260265848066,0.0798266180760308,27.0,Low
46,1200.0,4.5,0.025,40.0,3.109553455167365e-05,0.8766756032171582,0.00014002244717830294,0.13466127643809048,0.13466168189894062,25.0,Low
0,20.3,20.87,1.4777327935222673,0.6767123287671233,0.0002431929931395477,1.0,0.009543028618542098,0.0022567489685090185,0.0022570627207538657,25.0,Low
311,570.0,11.55,0.0526315789473684,19.0,0.000122438667297215,0.16621983914209115,0.0003188715159989198,0.06395266478517178,0.06395310337706415,6.0,Very Low
44,17.89,7.0,1.676767676767677,0.5963855421686747,6.348671637633371e-05,0.8820375335120644,0.01083130836538776,0.001986282513322515,0.0019865743489479574,22.0,Low
64,690.0,18.65,0.0434782608695652,23.0,0.00021442962367924955,0.8284182305630027,0.0002596254476525457,0.0774209717666801,0.07742140404789777,23.0,Low
25,810.0,6.09,0.037037037037037,27.0,5.169632619215745e-05,0.9329758713136729,0.00021793376992731926,0.09088927874818843,0.09088970471873138,26.0,Low
28,4.57,6.52,6.558139534883721,0.1524822695035461,5.726760946599897e-05,0.9249329758713136,0.04242663677764141,0.000491626126734979,0.0004915929744854267,24.0,Low
39,2940.0,6.92,0.010204081632653,98.0,6.245019855794458e-05,0.8954423592493298,4.42538981791189e-05,0.3299517276699611,0.3299520416260279,31.0,Low
11,24.84,5.01,1.2079646017699115,0.8278388278388278,3.77033356439043e-05,0.9705093833780161,0.007796918127200613,0.0027656034891436056,0.0027666134294670706,24.0,Low
88,8.22,15.84,3.6486486486486487,0.2740740740740741,0.00017802193530833165,0.7640750670241288,0.02359457015067175,0.0009010350643328383,0.0009012537865566157,20.0,Very Low
23,19.71,8.01,1.5223880597014925,0.6568627450980392,7.657275383349637e-05,0.938337801608579,0.009832065766556828,0.002189913896931429,0.002190843575788934,24.0,Low
318,690.0,18.16,0.0434782608695652,23.0,0.0002080809520416162,0.14745308310991956,0.0002596254476525457,0.0774209717666801,0.07742140404789777,6.0,Very Low
39,9.43,12.37,3.1818181818181817,0.3142857142857143,0.0001330629749357035,0.8954423592493298,0.02057294788113892,0.0010364307429829218,0.001037059151654188,23.0,Low
173,390.0,13.64,0.0769230769230769,13.0,0.00014951769530263082,0.5361930294906165,0.0004761014666104512,0.043750204312909304,0.04375065237081375,15.0,Very Low
116,570.0,11.26,0.0526315789473684,19.0,0.00011868129020555445,0.6890080428954424,0.0003188715159989198,0.06395266478517178,0.06395310337706415,19.0,Very Low
30,9.14,9.23,3.2839506172839505,0.3045112781954887,9.237965056393048e-05,0.9195710455764075,0.021234013649918455,0.0010035194665243487,0.0010045107583663401,23.0,Low
252,570.0,13.54,0.0526315789473684,19.0,0.0001482220480296444,0.32439678284182305,0.0003188715159989198,0.06395266478517178,0.06395310337706415,10.0,Very Low
58,9.26,17.81,3.239130434782609,0.3087248322147651,0.00020354618658616376,0.8445040214477212,0.020943909059080425,0.0010177068262780444,0.0010179790590371736,22.0,Low
22,5.62,132.07,5.338983050847458,0.1873015873015873,0.001683952760700427,0.9410187667560321,0.03453548432732987,0.0006088654419826577,0.0006094406053552208,24.0,Low
4,7.61,28.62,3.943661971830986,0.2535714285714285,0.00034360565679599387,0.9892761394101877,0.02550408311195918,0.0008320010834421703,0.0008327899248132115,25.0,Low
99,1.98,279.13,15.181818181818182,0.0658682634730539,0.00358933164035423,0.7345844504021448,0.09824454348323544,0.00019999012120575847,0.000200902151673268,20.0,Very Low
24,20.09,14.53,1.4931506849315068,0.6697247706422018,0.00016104895603220979,0.935656836461126,0.009642822970756722,0.0022332213240396246,0.002233493194579907,24.0,Low
32,19.25,8.38,1.5585106382978724,0.6416382252559727,8.136664874354607e-05,0.9142091152815013,0.010065873959627075,0.0021386517702116745,0.002139215089884072,23.0,Low
67,1860.0,17.27,0.0161290322580645,62.0,0.0001965496913120372,0.8203753351206434,8.260392892406481e-05,0.20873696483638624,0.20873733558852545,26.0,Low
36,7.62,15.07,3.936507936507936,0.2540322580645161,0.00016804545130633637,0.9034852546916889,0.025457777667081256,0.0008335527317119296,0.0008339122832024476,23.0,Low
51,17.41,8.02,1.7227722772277227,0.5804597701149425,7.6702318560795e-05,0.8632707774798928,0.011129079258951818,0.001932659216588217,0.001932701146264623,22.0,Low
15,240.0,15.33,0.125,8.0,0.000171414134216101,0.9597855227882037,0.0007872857438624406,0.02691482058602391,0.026915276532271732,25.0,Low
73,1200.0,25.83,0.025,40.0,0.0003074570978796732,0.8042895442359249,0.00014002244717830294,0.13466127643809048,0.13466168189894062,23.0,Low
215,1980.0,5.38,0.0151515151515151,66.0,4.249723055395399e-05,0.4235924932975871,7.627681947456178e-05,0.22220527181789454,0.22220563625935907,16.0,Very Low
30,5.45,18.55,5.5,0.1818181818181818,0.00021313397640626317,0.9195710455764075,0.03557768794063484,0.0005904023948940099,0.0005903605127382066,24.0,Low
15,49.21,17.97,0.6095890410958904,1.6404494382022472,0.00020561922222294202,0.9597855227882037,0.003923852746629752,0.00550172577834495,0.005501800824035529,24.0,Low
119,150.0,50.42,0.2,5.0,0.0006260567623070296,0.6809651474530831,0.0012727332163755439,0.01681359034989267,0.016814051029146525,17.0,Very Low
9,10.53,21.24,2.848101265822785,0.3511111111111111,0.00024798688804959735,0.9758713136729222,0.01841292076907448,0.0011604246802729983,0.0011605185744701626,25.0,Low
256,6.33,15.07,4.739130434782608,0.2110091743119266,0.00016804545130633637,0.3136729222520107,0.030652858509342486,0.0006886907068941749,0.0006891280509909863,8.0,Very Low
16,11.52,19.13,2.6041666666666665,0.384,0.00022064873058958427,0.9571045576407506,0.016834021640823354,0.0012711640932320668,0.00127163205500454,24.0,Low
34,45.0,15.7,0.6666666666666666,1.5,0.0001762080291261507,0.9088471849865951,0.004293295267568186,0.005028821741072888,0.005029287942167116,23.0,Low
45,5.87,17.38,5.111111111111111,0.1956521739130435,0.00019797490331232225,0.8793565683646113,0.0330605528979743,0.0006369825079723491,0.0006374995650861242,23.0,Low
42,21.65,16.31,1.3855421686746987,0.7217391304347827,0.00018411147749136772,0.8873994638069705,0.008946312540920019,0.0024083576653229,0.0024085811033007437,22.0,Low
113,13.23,16.66,2.267857142857143,0.4409448818897638,0.00018864624294682016,0.6970509383378016,0.014657213529951104,0.0014629018808113349,0.001463555339563919,18.0,Very Low
164,8.55,7.75,3.510204081632653,0.2848837209302325,7.320407092373172e-05,0.5603217158176943,0.022698469282123938,0.0009374319748879478,0.0009382916134014082,14.0,Very Low
10,2.53,23.88,11.875,0.0842105263157894,0.00028219197605643836,0.9731903485254692,0.07684072310424861,0.00026174992788112727,0.0002626318630812554,26.0,Low
9,16.7,24.44,1.7962962962962965,0.5567010309278351,0.00028944760078516226,0.9758713136729222,0.011604973248629743,0.0018526617183718282,0.0018530137006288574,25.0,Low
205,27.13,15.13,1.1057692307692308,0.9043478260869564,0.00016882283967012822,0.45040214477211793,0.007135444999803022,0.003023215157956975,0.003023633500602145,11.0,Very Low
85,9.19,16.94,3.2641509433962264,0.3063583815028902,0.0001922740553111821,0.7721179624664879,0.021105857627980066,0.0010097388051170093,0.0010101225503125206,20.0,Very Low
178,390.0,14.57,0.0769230769230769,13.0,0.00016156721494140435,0.5227882037533512,0.0004761014666104512,0.043750204312909304,0.04375065237081375,14.0,Very Low
59,1.59,7.05,18.916666666666668,0.052863436123348,6.41345400128269e-05,0.8418230563002681,0.12241884691242332,0.0001562018694589199,0.0001571301744930588,23.0,Low
148,2610.0,3.51,0.0114942528735632,87.0,1.8268626549108266e-05,0.6032171581769437,5.260470308590491e-05,0.29291388347081326,0.2929142147812355,22.0,Low
2,39.28,13.54,0.7638297872340426,1.309192200557103,0.0001482220480296444,0.9946380697050938,0.004922196484913767,0.004386357236732136,0.004387298943524048,25.0,Low
50,2.76,24.28,10.88888888888889,0.0918367346938775,0.000287374565148384,0.8659517426273459,0.07045798781750226,0.00028742795676638756,0.0002884461060336865,23.0,Low
74,750.0,13.99,0.04,25.0,0.00015405246075808323,0.8016085790884718,0.00023711194168092361,0.08415512525743427,0.08415555438331457,22.0,Low
300,6.0,31.06,5.0,0.2,0.00037521945025686205,0.1957104557640751,0.03234137145721415,0.0006516219720826842,0.0006520902241461938,6.0,Very Low
18,150.0,6.11,0.2,5.0,5.195545564675473e-05,0.9517426273458445,0.0012727332163755439,0.01681359034989267,0.016814051029146525,24.0,Low
150,5.64,19.47,5.32,0.18796992481203,0.00022505393131773806,0.5978552278820375,0.03441261400660339,0.0006111157856721326,0.000611685322133693,16.0,Very Low
151,480.0,14.54,0.0625,16.0,0.00016117852075950843,0.5951742627345844,0.0003827461834348546,0.053851434549040546,0.053851877873938955,16.0,Very Low
0,17.36,19.09,1.7282051282051285,0.5786350148367952,0.00022013047168038976,1.0,0.011164244109292112,0.001926515125525163,0.0019270893543184423,25.0,Low
17,12.48,14.52,2.4035087719298245,0.4160583941605839,0.00016091939130491114,0.9544235924932976,0.015535236736292682,0.001379107166704301,0.001379378460371209,24.0,Low
186,90.0,19.83,0.3333333333333333,3.0,0.00022971826150048908,0.5013404825737265,0.0021357509452877275,0.01007943685913851,0.01007990069372972,13.0,Very Low
285,900.0,2.24,0.0333333333333333,30.0,1.8139061821809638e-06,0.23592493297587125,0.0001939610552353142,0.10099050898431966,0.10099093022185658,8.0,Very Low
2,20.53,79.99,1.4615384615384617,0.6842105263157895,0.0010091796609291086,0.9946380697050938,0.009438208651467743,0.0022819959751073757,0.002282876963706297,25.0,Low
182,240.0,9.0,0.125,8.0,8.939966183606175e-05,0.5120643431635389,0.0007872857438624406,0.02691482058602391,0.026915276532271732,13.0,Very Low
62,180.0,151.67,0.1666666666666666,6.0,0.0019378996262057616,0.8337801608579088,0.0010569787841474975,0.02018066709526975,0.020181126196854925,21.0,Low
58,270.0,19.14,0.1111111111111111,9.0,0.00022077829531688296,0.8445040214477212,0.0006973880637674214,0.03028189733140099,0.030282351699980132,22.0,Low
24,7.54,28.08,3.981132075471698,0.2511848341232227,0.00033660916152186725,0.935656836461126,0.025746613340055013,0.0008239652367749705,0.0008249334160885585,24.0,Low
3,46.18,114.51,0.6496478873239436,1.5392953929539297,0.001456437099564015,0.9919571045576407,0.004183138955339078,0.005161132344888519,0.005161726232096981,25.0,Low
30,11.84,27.82,2.533333333333333,0.3947368421052631,0.00033324047861210264,0.9195710455764075,0.016375543472338754,0.0013073158646034837,0.0013075475234600963,23.0,Low
38,360.0,12.61,0.0833333333333333,12.0,0.00013617252839087085,0.8981233243967829,0.000517592703577383,0.04038312756753223,0.04038357720310534,23.0,Low
154,420.0,22.04,0.0714285714285714,14.0,0.0002583520662334886,0.5871313672922251,0.0004405375492102238,0.04711728105828639,0.04711772753852215,16.0,Very Low
25,19.7,11.5,1.5228426395939083,0.6566666666666666,0.0001217908436607218,0.9329758713136729,0.009835008095354541,0.002189253685804884,0.0021897212173996976,24.0,Low
317,30.0,99.5,1.0,1.0,0.0012619604438887557,0.15013404825737264,0.0064508395898486455,0.0033452833683843483,0.003345750358312916,4.0,Very Low
4,48.43,17.22,0.6194029850746269,1.6144578313253013,0.000195901867675544,0.9892761394101877,0.003987374803961256,0.005414210043254602,0.005414256869675111,25.0,Low
7,2.3,25.42,13.071428571428571,0.0765027322404371,0.000302144944060429,0.9812332439678284,0.08458476611814812,0.00023579719369185332,0.00023681762012882427,26.0,Low
302,600.0,16.54,0.05,20.0,0.00018709146621923646,0.19034852546916892,0.0003018382713493374,0.06731974153054887,0.06732017854477257,6.0,Very Low
266,30.0,16.8,1.0,1.0,0.00019046014912900113,0.28686327077747986,0.0064508395898486455,0.0033452833683843483,0.003345750358312916,7.0,Very Low
270,1530.0,5.82,0.0196078431372549,51.0,4.819807855509417e-05,0.2761394101876675,0.00010512099490611905,0.17169912063723836,0.17169950874373302,11.0,Very Low
3,32.41,18.83,0.925595238095238,1.0803858520900322,0.00021676178877062506,0.9919571045576407,0.005969244875053899,0.0036159487016140172,0.003616238730118824,25.0,Low
31,240.0,22.56,0.125,8.0,0.00026508943205301786,0.9168900804289544,0.0007872857438624406,0.02691482058602391,0.026915276532271732,24.0,Low
218,390.0,19.39,0.0769230769230769,13.0,0.00022401741349934893,0.4155495978552278,0.0004761014666104512,0.043750204312909304,0.04375065237081375,11.0,Very Low
246,300.0,22.88,0.1,10.0,0.00026923550332657437,0.34048257372654156,0.0006254699196914062,0.03364897407677807,0.03364942686768854,9.0,Very Low
280,34.62,10.28,0.8666666666666667,1.1538461538461535,0.00010598394693028769,0.24932975871313667,0.0055878218609364625,0.0038632951753654362,0.0038642799341400097,6.0,Very Low
268,630.0,6.58,0.0476190476190476,21.0,5.8044997829790815e-05,0.2815013404825737,0.0002864272404759054,0.07068681827592595,0.07068725371248097,9.0,Very Low
31,11.5,14.17,2.607843137254902,0.3834586466165413,0.00015638462584945874,0.9168900804289544,0.01685781808555439,0.0012693413148435917,0.0012693873382260677,23.0,Low
245,7.35,25.55,4.083333333333333,0.2448979591836734,0.0003038292855153113,0.34316353887399464,0.02640812457094289,0.0008027968463649202,0.0008036086066930719,9.0,Very Low
14,8.22,17.36,3.65,0.273972602739726,0.00019771577385772497,0.9624664879356568,0.023603316951978294,0.0009006934025626325,0.0009012537865566157,25.0,Low
116,9.35,18.6,3.2093023255813957,0.3115942028985507,0.00021378180004275637,0.6890080428954424,0.020750842656126107,0.0010273682175812857,0.0010280802845402989,18.0,Very Low
35,840.0,18.72,0.0357142857142857,28.0,0.00021533657677034004,0.906166219839142,0.00020937208610874615,0.09425635549356551,0.09425677988643978,25.0,Low
131,16.89,27.95,1.776470588235294,0.5629139072847682,0.000334924820066985,0.6487935656836461,0.011476648717043125,0.0018735809498751609,0.001874338510024344,17.0,Very Low
216,180.0,33.31,0.1666666666666666,6.0,0.00040437151389905617,0.420911528150134,0.0010569787841474975,0.02018066709526975,0.020181126196854925,11.0,Very Low
49,12.09,19.04,2.480769230769231,0.4031007751937984,0.0002194826480438965,0.868632707774799,0.016035315329209914,0.0013354778692057808,0.0013356064831909996,22.0,Low
38,20.66,25.71,1.4523809523809523,0.6885245901639344,0.00030590232115208955,0.8981233243967829,0.009378935455800697,0.0022965217591685363,0.0022974676227663668,23.0,Low
28,150.0,16.67,0.2,5.0,0.00018877580767411882,0.9249329758713136,0.0012727332163755439,0.01681359034989267,0.016814051029146525,24.0,Low
36,6.92,16.13,4.333333333333333,0.2307692307692307,0.0001817793123999922,0.9034852546916889,0.028026282812653232,0.0007552243334789018,0.0007553471959559182,23.0,Low
135,51.6,17.5,0.5813953488372093,1.72,0.00019952968003990594,0.6380697050938338,0.003741365324659232,0.005769578625055846,0.005770044479062965,16.0,Very Low
218,42.22,16.07,0.7105263157894737,1.4074074074074074,0.0001810019240362004,0.4155495978552278,0.004577182678394563,0.004717055375760195,0.004717272309959471,11.0,Very Low
27,990.0,14.9,0.0303030303030303,33.0,0.00016584285094225948,0.9276139410187667,0.00017434701594185568,0.1110917392204509,0.1110921557249818,26.0,Low
24,28.13,14.72,1.066326530612245,0.937799043062201,0.00016351068585088396,0.935656836461126,0.006880146878465675,0.003135847972738884,0.0031358693395257585,24.0,Low
4,22.47,3.83,1.3350785340314135,0.7490196078431373,2.2414697822664757e-05,0.9892761394101877,0.008619679955701252,0.0025002131264073558,0.0025006144912181065,25.0,Low
199,900.0,11.32,0.0333333333333333,30.0,0.0001194586785693463,0.46648793565683644,0.0001939610552353142,0.10099050898431966,0.10099093022185658,14.0,Very Low
17,90.0,72.3,0.3333333333333333,3.0,0.0009095443856364544,0.9544235924932976,0.0021357509452877275,0.01007943685913851,0.01007990069372972,24.0,Low
240,690.0,15.25,0.0434782608695652,23.0,0.00017037761639771188,0.35656836461126007,0.0002596254476525457,0.0774209717666801,0.07742140404789777,11.0,Very Low
71,7.03,19.66,4.264705882352941,0.2344827586206896,0.00022751566113641224,0.8096514745308311,0.027582082511007258,0.0007677280667508591,0.0007676931382375157,21.0,Low
16,31.78,9.75,0.9439252336448598,1.0594059405940597,9.911701638345977e-05,0.9571045576407506,0.006087888208530437,0.003545307729495859,0.003545530151596948,24.0,Low
2,4.8,32.72,6.243902439024391,0.16015625,0.00039672719498843635,0.9946380697050938,0.04039269539157782,0.0005174650080090661,0.0005174072174378578,26.0,Low
94,10.96,16.06,2.736111111111111,0.365482233502538,0.00018087235930890172,0.7479892761394102,0.017688049601726034,0.0012088133522821396,0.0012087799852073167,19.0,Very Low
161,750.0,12.0,0.04,25.0,0.00012826908002565383,0.5683646112600536,0.00023711194168092361,0.08415512525743427,0.08415555438331457,16.0,Very Low
373,30.0,79.6,1.0,1.0,0.0010041266365644617,0.0,0.0064508395898486455,0.0033452833683843483,0.003345750358312916,0.0,
95,3.02,33.87,9.928571428571429,0.1007194244604316,0.00041162713862777996,0.7453083109919572,0.06424220536521807,0.0003173366549157508,0.00031762742415382595,20.0,Very Low
53,2.54,68.64,11.791666666666666,0.0848056537102473,0.000862123695445152,0.8579088471849866,0.0763013370236785,0.0002637537674915433,0.0002637542214704915,23.0,Low
287,270.0,32.92,0.1111111111111111,9.0,0.00039931848953440917,0.23056300268096508,0.0006973880637674214,0.03028189733140099,0.030282351699980132,7.0,Very Low
123,18.69,15.61,1.605263157894737,0.6229508196721312,0.00017504194658046293,0.6702412868632708,0.010368485859252638,0.002075729841438892,0.0020763630200868483,17.0,Very Low
287,1050.0,21.18,0.0285714285714285,35.0,0.0002472094996858055,0.23056300268096508,0.00016313899348845026,0.11782589271120507,0.1178263060603986,9.0,Very Low
151,2.18,23.55,13.75,0.0727272727272727,0.00027791634005558326,0.5951742627345844,0.0889769099170762,0.00022308493176196478,0.00022334931945799073,17.0,Very Low
3,173.9,6.32,0.1725146198830409,5.796610169491525,5.4676314920026176e-05,0.9919571045576407,0.0010948304389243478,0.019495837926718478,0.019496487579420886,25.0,Low
1,11.67,36.55,2.5704225352112675,0.3890410958904109,0.00044635048554381553,0.9973190348525469,0.016615608263127708,0.0012881378499758854,0.001288467430843082,25.0,Low
11,9.72,27.27,3.0854700854700856,0.3240997229916897,0.00032611441861067744,0.9705093833780161,0.019949322016423826,0.0010694752634757398,0.001069607544942036,25.0,Low
32,20.27,26.38,1.48,0.6756756756756757,0.00031458315788109845,0.9142091152815013,0.009557703413932507,0.0022532584779917817,0.0022536956455861575,23.0,Low
53,8.47,5.03,3.543859649122807,0.2821782178217821,3.796246509850158e-05,0.8579088471849866,0.022916309417778464,0.000928322338286939,0.000929312746287519,22.0,Low
49,16.28,15.3,1.8428571428571427,0.5426356589147286,0.0001710254400342051,0.868632707774799,0.01190634451904352,0.0018053025313514198,0.00180587464828094,22.0,Low
218,210.0,43.82,0.1428571428571428,7.0,0.000540544042289927,0.4155495978552278,0.000902868475413179,0.02354774384064683,0.02354820136456333,11.0,Very Low
62,450.0,114.33,0.0666666666666666,15.0,0.0014541049344726391,0.8337801608579088,0.0004097154874633599,0.05048435780366346,0.05048480270623055,22.0,Low
70,23.46,7.32,1.2788461538461535,0.7819548872180451,6.76327876498902e-05,0.8123324396782842,0.008255708397910181,0.002611108739693105,0.0026117279717524844,21.0,Low
1,29.76,46.79,1.0081521739130437,0.9919137466307276,0.000579024766297623,0.9973190348525469,0.006503605619469636,0.0033180563327074443,0.0033188137569712486,25.0,Low
1,11.1,20.71,2.703703703703704,0.3698630136986301,0.00024111995750276943,0.9973190348525469,0.017478288348170994,0.0012235637754070099,0.0012244930026566224,25.0,Low
63,19.62,22.14,1.5294117647058822,0.6538461538461539,0.000259647713506475,0.8310991957104558,0.009877527631117608,0.0021797568026768977,0.002180742350285809,21.0,Low
33,25.9,6.4,1.1581920903954803,0.8634146341463415,5.5712832738415304e-05,0.9115281501340482,0.007474758929235982,0.002885389959259674,0.002885583418726101,23.0,Low
81,660.0,15.68,0.0454545454545454,22.0,0.00017594889967155342,0.7828418230563002,0.000272417212409149,0.07405389502130302,0.07405432888018937,21.0,Low
0,15.89,131.86,1.8883248730964468,0.5295698924731183,0.0016812319014271556,1.0,0.01220064044871789,0.0017613090930053454,0.0017621026711007307,25.0,Low
102,270.0,19.86,0.1111111111111111,9.0,0.000230106955682385,0.7265415549597856,0.0006973880637674214,0.03028189733140099,0.030282351699980132,19.0,Very Low
6,10.49,6.32,2.8596491228070176,0.3496932515337423,5.4676314920026176e-05,0.9839142091152815,0.018487665808886996,0.0011556506382618297,0.0011560291409132182,25.0,Low
250,510.0,7.52,0.0588235294117647,17.0,7.022408219586299e-05,0.3297587131367292,0.0003589497387038201,0.05721851129441763,0.057218953041647355,10.0,Very Low
12,10.95,7.93,2.739130434782609,0.365079365079365,7.553623601510724e-05,0.967828418230563,0.017707592575659736,0.0012074568633830272,0.0012076576268180803,25.0,Low
9,2.89,79.44,10.387096774193548,0.0962732919254658,0.0010020536009276834,0.9758713136729222,0.06721007163342414,0.000302366185450403,0.0003030367650937562,26.0,Low
366,210.0,32.91,0.1428571428571428,7.0,0.0003991889248071105,0.018766756032171594,0.000902868475413179,0.02354774384064683,0.02354820136456333,1.0,Very Low
75,3.23,9.97,9.290322580645162,0.1076388888888889,0.00010196744038402987,0.7989276139410187,0.060111054831082,0.0003406350226832733,0.00034119695032778477,21.0,Low
3,1350.0,7.75,0.0222222222222222,45.0,7.320407092373172e-05,0.9919571045576407,0.00012204291115929897,0.15149666016497587,0.15149705773748262,29.0,Low
127,8.25,137.82,3.636363636363636,0.275,0.001758452478897145,0.6595174262734584,0.023515053775157727,0.0009041527279859652,0.000904620861724324,17.0,Very Low
65,1.76,15.04,17.0,0.0588235294117647,0.00016765675712444042,0.8257372654155496,0.11001296705931067,0.00017626996097062578,0.00017621026711007304,23.0,Low
0,28.3,106.46,1.0601719197707735,0.9432432432432432,0.0013521374940886092,1.0,0.006840310341435089,0.003154179012565649,0.003154949432142773,25.0,Low
116,6.61,17.66,4.538461538461538,0.2203389830508474,0.00020160271567668417,0.6890080428954424,0.029354002395595054,0.000720104888937811,0.000720554085889598,18.0,Very Low
309,990.0,16.92,0.0303030303030303,33.0,0.00019201492585658482,0.17158176943699732,0.00017434701594185568,0.1110917392204509,0.1110921557249818,7.0,Very Low
66,690.0,14.12,0.0434782608695652,23.0,0.00015573680221296553,0.8230563002680965,0.0002596254476525457,0.0774209717666801,0.07742140404789777,23.0,Low
138,10.47,76.66,2.8666666666666667,0.3488372093023256,0.0009660346067386614,0.6300268096514745,0.018533087794619214,0.0011527682783713659,0.001153784424134746,16.0,Very Low
254,510.0,16.3,0.0588235294117647,17.0,0.0001839819127640691,0.3190348525469169,0.0003589497387038201,0.05721851129441763,0.057218953041647355,9.0,Very Low
