purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
1141,15,20.65,0.0
1142,14,10.76,0.43
1143,14,14.31,0.64
1144,14,14.4,0.0
1145,14,9.76,0.0
1146,14,11.58,0.0
1147,14,10.93,0.0
1148,14,11.31,0.0
1149,14,16.81,0.07
1150,14,14.09,0.0
1151,14,26.3,0.0
1152,14,65.14,0.0
1153,14,30.64,0.0
1154,14,31.81,0.14
1155,14,40.33,0.93
1156,14,22.23,0.0
1157,14,49.64,0.0
1158,14,27.59,0.0
1159,14,23.31,0.0
1160,14,19.95,0.0
1161,14,24.8,1.43
1162,14,40.32,0.0
1163,14,17.59,0.0
1164,14,27.99,0.0
1165,14,11.81,0.0
1166,14,26.47,0.0
1167,14,25.11,0.0
1168,14,24.74,0.0
1169,14,13.71,0.0
1170,14,55.05,0.0
1171,14,12.54,0.5
1172,14,15.86,0.07
1173,14,17.7,0.0
1174,14,19.85,0.0
1175,14,14.79,0.0
1176,14,21.72,0.0
1177,14,13.53,0.0
1178,14,21.22,0.14
1179,14,21.95,0.5
1180,14,50.85,0.0
1181,14,46.79,0.0
1182,14,22.53,0.0
1183,14,29.84,0.0
1184,14,23.48,0.29
1185,14,17.79,0.0
1186,14,18.58,0.0
1187,14,23.67,0.0
1188,14,29.4,0.5
1189,14,23.67,0.0
1190,14,29.8,0.0
1191,14,15.3,0.0
1192,14,15.28,0.64
1193,14,42.42,0.0
1194,14,21.53,0.0
1195,14,33.15,0.0
1196,14,31.33,0.36
1197,14,37.9,0.0
1198,14,33.57,0.0
1199,14,46.57,1.0
1200,14,24.88,0.0
1201,14,30.8,0.0
1202,14,21.64,0.0
1203,14,51.68,1.57
1204,14,112.63,0.0
1205,13,44.73,0.0
1206,13,30.42,0.0
1207,13,51.26,0.08
1208,13,29.76,0.0
1209,13,55.37,0.0
1210,13,50.68,0.08
1211,13,23.38,0.0
1212,13,19.86,0.0
1213,13,27.99,0.0
1214,13,48.18,0.0
1215,13,49.97,0.0
1216,13,42.47,0.0
1217,13,48.33,0.31
1218,13,29.35,0.0
1219,13,29.6,0.15
1220,13,45.58,0.0
1221,13,39.19,0.0
1222,13,44.25,0.0
1223,13,30.7,0.0
1224,13,21.59,0.0
1225,13,25.77,1.23
1226,13,41.45,0.38
1227,13,47.34,0.0
1228,13,28.36,0.0
1229,13,43.94,0.0
1230,13,75.82,0.77
1231,13,133.44,0.0
1232,13,44.46,0.15
1233,13,34.86,0.15
1234,13,47.61,0.0
1235,13,46.44,0.0
1236,13,21.67,0.0
1237,13,27.53,0.0
1238,13,24.72,0.0
1239,13,27.4,0.0
1240,13,32.68,0.0
1241,13,38.53,0.0
1242,13,37.47,0.92
1243,13,27.06,0.23
1244,13,68.12,0.15
1245,13,23.55,0.0
1246,13,18.41,1.08
1247,13,14.88,0.0
1248,13,15.81,0.0
1249,13,14.13,0.0
1250,13,12.49,0.0
1251,13,11.29,0.15
1252,13,18.62,0.0
1253,13,19.0,0.0
1254,13,22.48,0.0
1255,13,23.55,0.0
1256,13,22.64,0.0
1257,13,21.11,0.0
1258,13,25.03,0.0
1259,13,28.46,0.0
1260,13,16.39,0.0
1261,13,16.64,0.0
1262,13,17.76,0.0
1263,13,18.86,0.23
1264,13,22.01,0.0
1265,13,33.54,0.0
1266,13,25.26,0.0
1267,13,35.88,0.0
1268,13,32.15,0.0
1269,13,22.58,0.0
1270,13,14.67,0.0
1271,13,24.77,0.0
1272,13,24.3,0.0
1273,13,19.7,0.69
1274,13,32.18,0.0
1275,13,36.81,0.0
1276,13,27.2,0.0
1277,13,24.24,0.31
1278,13,17.15,0.38
1279,13,13.67,0.0
1280,12,36.46,1.17
1281,12,20.63,0.0
1282,12,34.28,0.83
1283,12,32.1,0.0
1284,12,50.89,0.0
1285,12,53.66,0.0
1286,12,47.87,1.0
1287,12,22.57,0.33
1288,12,24.65,0.0
1289,12,40.36,0.0
1290,12,21.73,0.58
1291,12,37.73,0.0
1292,12,34.86,1.58
1293,12,35.98,0.0
1294,12,39.39,0.33
1295,12,43.86,0.0
1296,12,43.38,0.0
1297,12,38.91,0.0
1298,12,42.37,0.0
1299,12,41.25,0.0
1300,12,51.73,0.17
1301,12,43.9,0.58
1302,12,54.05,0.0
1303,12,22.02,0.0
1304,12,22.4,0.0
1305,12,73.03,0.0
1306,12,67.89,0.0
1307,12,10.8,0.0
1308,12,23.37,0.0
1309,12,52.61,1.42
1310,12,28.14,0.0
1311,12,25.74,0.0
1312,12,22.44,0.0
1313,12,27.16,0.0
1314,12,23.03,0.25
1315,12,19.11,0.5
1316,12,26.72,0.58
1317,12,34.01,0.0
1318,12,34.62,0.0
1319,12,35.05,0.0
1320,12,31.15,1.17
1321,12,59.96,0.0
1322,12,42.36,0.0
1323,12,102.56,0.0
1324,12,31.15,1.58
1325,12,20.08,1.17
1326,12,22.75,0.17
1327,12,17.33,0.0
1328,12,22.56,0.17
1329,12,12.99,0.42
1330,12,15.59,0.0
1331,12,15.11,0.33
1332,12,17.59,0.0
1333,12,14.81,0.0
1334,12,16.31,0.0
1335,12,31.5,0.0
1336,12,37.46,0.0
1337,12,37.18,0.0
1338,12,17.68,0.0
1339,12,22.34,0.0
1340,12,19.64,0.0
1341,12,17.32,0.0
1342,12,14.6,0.0
1343,12,18.74,0.0
1344,12,23.71,0.0
1345,12,35.46,0.0
1346,12,34.78,0.0
1347,12,21.02,0.0
1348,12,71.65,0.0
1349,12,31.29,0.0
1350,12,16.89,1.17
1351,12,17.97,0.0
1352,12,26.54,0.0
1353,12,23.41,0.0
1354,12,17.96,0.42
1355,12,19.68,0.08
1356,12,48.35,0.0
1357,12,25.55,0.0
1358,12,24.41,0.0
1359,12,15.73,0.0
1360,12,33.42,0.0
1361,12,35.45,0.0
1362,12,19.61,0.0
1363,12,33.45,0.0
1364,12,60.36,0.0
1365,12,30.19,0.0
1366,12,50.43,1.17
1367,12,29.21,0.08
1368,12,27.47,0.42
1369,12,19.33,0.0
1370,12,16.98,1.17
1371,12,13.2,0.0
1372,12,13.33,0.67
1373,12,18.16,0.0
1374,12,14.8,0.25
1375,12,11.77,0.0
1376,12,20.78,0.42
1377,12,18.76,0.0
1378,12,14.75,0.5
1379,12,32.38,0.0
1380,12,24.71,0.0
1381,12,23.23,0.0
1382,12,31.37,0.0
1383,12,30.32,0.0
1384,12,19.68,0.42
1385,12,26.03,0.0
1386,12,22.99,0.0
1387,12,26.07,1.08
1388,12,26.08,0.0
1389,12,22.2,0.0
1390,12,29.13,0.0
1391,12,28.2,1.58
1392,12,32.12,0.08
1393,12,37.16,0.0
1394,12,32.57,0.0
1395,12,28.94,0.0
1396,12,24.61,0.0
1397,12,26.0,0.0
1398,12,33.36,0.0
1399,12,26.1,0.0
1400,12,16.98,0.0
1401,11,17.68,0.0
1402,11,39.45,0.0
1403,11,31.43,0.45
1404,11,27.65,0.0
1405,11,29.59,0.0
1406,11,17.09,0.0
1407,11,39.65,0.55
1408,11,41.01,0.0
1409,11,16.69,0.0
1410,11,19.18,0.0
1411,11,30.23,1.64
1412,11,25.55,0.45
1413,11,36.14,0.0
1414,11,47.91,0.0
1415,11,24.84,0.0
1416,11,34.27,0.0
1417,11,31.93,0.27
1418,11,29.53,0.0
1419,11,26.16,0.0
1420,11,23.94,0.18
1421,11,27.56,0.36
1422,11,23.47,0.18
1423,11,19.84,0.0
1424,11,25.44,0.0
1425,11,24.05,0.0
1426,11,17.89,0.0
1427,11,19.05,0.45
1428,11,15.3,0.0
1429,11,16.83,0.18
1430,11,21.88,0.0
1431,11,20.03,0.0
1432,11,19.89,0.0
1433,11,14.93,0.45
1434,11,47.28,0.09
1435,11,16.51,0.0
1436,11,40.14,0.0
1437,11,34.63,0.0
1438,11,15.61,0.0
1439,11,15.83,0.0
1440,11,17.05,0.0
1441,11,28.03,0.45
1442,11,21.07,0.0
1443,11,19.54,0.0
1444,11,23.56,0.0
1445,11,18.33,0.0
1446,11,19.06,0.73
1447,11,21.43,0.0
1448,11,19.23,0.0
1449,11,12.35,0.36
1450,11,27.63,0.0
1451,11,49.77,0.0
1452,11,34.08,0.0
1453,11,45.39,0.0
1454,11,49.97,0.0
1455,11,36.8,0.0
1456,11,31.16,0.0
1457,11,23.2,0.09
1458,11,25.87,0.0
1459,11,26.36,0.0
1460,11,17.15,0.0
1461,11,14.01,0.0
1462,11,14.56,0.09
1463,11,20.35,0.0
1464,11,21.94,0.0
1465,11,37.02,0.0
1466,11,38.4,0.0
1467,11,17.76,0.27
1468,11,22.71,0.0
1469,11,15.01,0.0
1470,11,29.87,0.64
1471,11,27.53,0.0
1472,11,22.46,0.36
1473,11,22.06,0.0
1474,11,22.74,0.0
1475,11,25.54,0.0
1476,11,25.35,0.0
1477,11,20.09,0.0
1478,11,30.78,0.0
1479,11,35.09,0.0
1480,11,22.29,0.09
1481,11,20.97,0.0
1482,11,19.62,0.0
1483,11,23.92,0.0
1484,11,12.95,0.0
1485,11,18.93,0.0
1486,11,16.66,0.0
1487,11,37.39,0.0
1488,11,20.93,0.0
1489,11,29.64,0.0
1490,11,37.02,0.0
1491,11,21.93,0.36
1492,11,36.79,0.0
1493,11,36.65,0.0
1494,11,22.96,0.0
1495,11,22.24,0.0
1496,11,21.17,0.45
1497,11,13.5,0.0
1498,11,20.18,0.0
1499,11,25.23,2.36
1500,11,14.14,0.0
1501,11,26.18,0.0
1502,11,27.36,0.0
1503,10,19.57,0.3
1504,10,27.19,0.0
1505,10,86.03,0.0
1506,10,52.82,0.0
1507,10,54.39,0.0
1508,10,31.76,0.0
1509,10,30.64,0.0
1510,10,53.62,0.0
1511,10,41.4,0.0
1512,10,50.96,0.6
1513,10,33.17,0.0
1514,10,41.02,0.0
1515,10,46.52,0.0
1516,10,29.33,0.0
1517,10,31.46,0.0
1518,10,28.03,0.0
1519,10,21.38,0.2
1520,10,17.79,0.0
1521,10,22.05,0.0
1522,10,29.19,0.3
1523,10,18.67,0.0
1524,10,19.95,0.6
1525,10,19.51,0.6
1526,10,18.48,0.5
1527,10,29.21,0.0
1528,10,16.04,0.0
1529,10,16.57,0.0
1530,10,13.79,0.0
1531,10,20.83,0.0
1532,10,19.96,0.0
1533,10,16.7,0.0
1534,10,14.32,0.0
1535,10,23.49,0.0
1536,10,25.22,0.0
1537,10,12.62,0.2
1538,10,17.8,0.0
1539,10,22.27,0.6
1540,10,22.2,0.0
1541,10,13.72,0.5
1542,10,16.05,0.0
1543,10,14.09,0.3
1544,10,6.71,0.0
1545,10,11.68,0.0
1546,10,13.57,0.0
1547,10,10.22,0.0
1548,10,9.3,0.0
1549,10,10.25,0.0
1550,10,26.77,0.0
1551,10,27.01,0.0
1552,10,10.51,0.0
1553,10,10.99,0.0
1554,10,10.55,0.0
1555,10,17.95,0.3
1556,10,18.75,0.0
1557,10,18.75,0.0
1558,10,19.51,1.3
1559,10,20.57,0.5
1560,10,24.32,0.0
1561,10,15.27,0.0
1562,10,44.4,0.7
1563,10,28.46,0.0
1564,10,25.26,0.0
1565,10,11.07,0.0
1566,10,11.76,0.0
1567,10,24.06,0.0
1568,10,13.04,0.0
1569,10,12.14,0.0
1570,10,13.98,0.3
1571,10,7.11,0.0
1572,10,12.07,0.4
1573,10,8.67,0.0
1574,10,10.37,0.0
1575,10,7.7,0.0
1576,10,7.06,0.0
1577,10,8.65,0.0
1578,10,12.49,0.0
1579,10,9.97,0.8
1580,10,27.84,0.4
1581,10,94.14,1.4
1582,10,49.55,0.4
1583,10,49.05,1.2
1584,10,30.75,0.0
1585,10,24.59,0.0
1586,10,32.69,0.0
1587,10,27.77,0.0
1588,10,34.2,0.5
1589,10,30.69,0.0
1590,10,19.26,0.0
1591,10,74.76,0.0
1592,10,18.03,0.0
1593,10,34.93,2.1
1594,10,23.31,0.0
1595,10,24.67,0.0
1596,10,28.38,0.0
1597,10,14.21,0.0
1598,10,27.66,0.0
1599,10,41.63,0.0
1600,10,33.6,0.0
1601,10,56.98,0.0
1602,10,55.18,0.2
1603,10,43.03,0.2
1604,10,40.18,0.0
1605,10,48.92,0.0
1606,10,59.25,0.0
1607,10,29.04,0.0
1608,10,25.24,0.0
1609,10,38.2,0.0
1610,10,29.61,0.8
1611,10,55.48,0.0
1612,10,24.72,0.2
1613,10,61.45,0.0
1614,10,69.67,0.0
1615,10,19.75,0.1
1616,10,27.13,0.1
1617,10,35.94,0.0
1618,10,34.22,0.0
1619,10,29.31,0.0
1620,10,35.01,0.0
1621,10,28.42,0.0
1622,10,41.06,0.0
1623,10,41.51,0.0
1624,10,45.58,2.2
1625,10,43.95,0.0
1626,10,47.92,0.0
1627,10,38.36,0.0
1628,10,44.99,0.6
1629,10,41.42,0.3
1630,10,26.35,0.7
1631,10,28.34,0.0
1632,10,38.07,0.0
1633,10,20.15,0.0
1634,10,26.68,0.0
1635,10,21.83,0.0
1636,10,27.58,0.0
1637,10,22.43,0.0
1638,9,16.9,0.0
1639,9,33.0,0.0
1640,9,13.09,0.0
1641,9,11.58,0.0
1642,9,10.36,0.0
1643,9,11.73,0.0
1644,9,12.16,0.0
1645,9,29.16,0.0
1646,9,19.81,0.0
1647,9,33.04,0.0
1648,9,43.78,0.0
1649,9,12.32,0.0
1650,9,24.15,0.0
1651,9,55.05,0.67
1652,9,12.31,0.0
1653,9,46.05,0.0
1654,9,39.37,0.0
1655,9,31.65,0.67
1656,9,42.14,0.0
1657,9,43.66,0.0
1658,9,28.73,0.0
1659,9,48.65,0.0
1660,9,73.34,0.0
1661,9,19.14,0.0
1662,9,21.7,0.0
1663,9,12.74,0.0
1664,9,28.24,0.0
1665,9,20.96,0.0
1666,9,32.69,0.0
1667,9,35.8,0.0
1668,9,19.66,0.0
1669,9,25.82,0.0
1670,9,48.19,0.0
1671,9,52.27,0.0
1672,9,57.09,0.0
1673,9,26.46,0.0
1674,9,25.8,0.0
1675,9,31.21,0.0
1676,9,53.46,0.0
1677,9,24.92,0.0
1678,8,34.65,0.25
1679,8,18.42,0.0
1680,8,32.84,0.0
1681,8,14.64,0.0
1682,8,16.97,0.0
1683,8,22.8,0.0
1684,8,11.1,0.0
1685,8,16.99,0.12
1686,8,26.44,0.0
1687,8,23.02,0.0
1688,8,56.65,0.0
1689,8,35.84,0.5
1690,8,25.94,0.0
1691,8,19.85,0.0
1692,8,31.83,0.0
1693,8,24.75,0.0
1694,8,22.08,0.0
1695,8,17.07,0.0
1696,8,8.9,0.0
1697,8,70.09,0.0
1698,8,36.11,0.12
1699,8,13.86,0.0
1700,8,20.75,0.0
1701,8,49.08,0.0
1702,8,37.24,1.62
1703,8,28.87,0.0
1704,8,12.25,0.0
1705,8,12.86,0.0
1706,8,23.31,0.0
1707,8,50.88,1.12
1708,8,37.97,0.0
1709,8,74.23,0.38
1710,8,51.19,0.5
1711,8,56.33,0.0
1712,8,40.98,0.0
1713,8,26.92,0.0
1714,8,23.65,0.0
1715,8,41.84,0.0
1716,8,35.01,0.0
1717,8,40.89,0.0
1718,8,39.13,0.0
1719,8,50.52,0.0
1720,8,41.37,0.25
1721,8,40.79,0.0
1722,8,38.85,0.62
1723,8,46.04,0.0
1724,8,51.42,0.0
1725,8,32.52,0.0
1726,8,174.02,0.75
1727,8,42.37,0.0
1728,8,26.72,0.0
1729,8,29.51,0.0
1730,8,33.25,0.38
1731,8,33.51,0.0
1732,8,41.75,0.0
1733,8,37.03,0.0
1734,8,18.61,0.0
1735,8,43.74,0.0
1736,8,14.06,0.0
1737,8,21.8,0.0
1738,8,18.01,0.0
1739,8,45.87,0.0
1740,8,28.28,0.38
1741,8,16.23,0.0
1742,8,38.84,0.0
1743,8,49.77,0.0
1744,8,6.03,0.0
1745,8,36.34,0.0
1746,8,14.83,1.0
1747,8,26.04,0.0
1748,8,26.78,0.0
1749,8,26.34,0.0
1750,8,25.86,0.0
1751,8,28.2,0.25
1752,8,23.55,0.0
1753,8,46.6,0.0
1754,8,42.07,0.0
1755,8,32.54,0.0
1756,8,12.96,0.38
1757,8,13.0,0.0
1758,8,10.22,0.0
1759,8,16.18,0.38
1760,8,17.8,0.38
1761,8,14.72,0.0
1762,8,8.12,0.0
1763,8,12.52,0.0
1764,8,88.53,0.62
1765,8,18.26,0.0
1766,8,30.97,0.0
1767,8,32.24,0.0
1768,8,17.8,0.5
1769,8,82.25,0.0
1770,8,26.86,0.0
1771,8,22.79,0.0
1772,8,19.34,0.0
1773,8,37.68,0.38
1774,8,49.89,0.0
1775,8,26.03,0.0
1776,8,32.56,0.0
1777,8,28.62,0.0
1778,8,23.77,0.0
1779,8,63.87,0.0
1780,8,54.46,0.0
1781,8,28.14,0.0
1782,8,39.83,0.25
1783,8,39.84,0.0
1784,8,27.09,0.12
1785,8,33.5,0.0
1786,8,27.04,0.0
1787,8,18.08,0.0
1788,8,41.1,0.0
1789,8,655.36,0.0
1790,8,51.22,0.0
1791,8,29.38,0.0
1792,8,29.21,0.75
1793,8,53.89,0.0
1794,8,24.37,0.0
1795,8,24.31,0.0
1796,8,23.24,0.0
1797,8,37.98,0.0
1798,8,34.8,0.75
1799,8,34.86,0.0
1800,8,21.13,0.25
1801,8,10.9,0.0
1802,8,18.08,0.0
1803,8,51.6,0.0
1804,8,40.02,0.0
1805,8,24.57,0.0
1806,8,27.6,0.0
1807,8,22.51,0.0
1808,8,49.0,0.0
1809,8,16.62,0.0
1810,8,17.36,0.0
1811,8,18.36,0.0
1812,8,28.28,0.0
1813,8,29.74,0.0
1814,8,25.35,0.5
1815,8,18.65,0.0
1816,8,27.63,0.0
1817,8,46.74,0.38
1818,8,48.95,0.0
1819,7,28.7,0.0
1820,7,24.39,0.0
1821,7,34.33,0.0
1822,7,69.11,0.0
1823,7,7.15,0.0
1824,7,4.68,0.0
1825,7,6.83,0.0
1826,7,30.76,0.0
1827,7,32.98,0.0
1828,7,9.74,0.14
1829,7,6.47,0.0
1830,7,13.5,0.0
1831,7,7.12,0.14
1832,7,14.19,0.0
1833,7,16.29,0.0
1834,7,10.21,1.86
1835,7,10.9,0.57
1836,7,19.21,0.0
1837,7,13.52,0.0
1838,7,3.47,0.0
1839,7,5.66,0.0
1840,7,7.91,0.0
1841,7,12.36,0.29
1842,7,5.75,0.29
1843,7,4.76,0.0
1844,7,14.99,0.0
1845,7,6.53,0.0
1846,7,7.28,0.0
1847,7,5.15,0.0
1848,7,5.89,0.0
1849,7,4.98,0.0
1850,7,6.37,0.0
1851,7,14.98,0.0
1852,7,9.4,0.0
1853,7,7.34,0.14
1854,7,7.8,0.0
1855,7,8.77,0.0
1856,7,9.33,0.0
1857,7,6.29,0.0
1858,7,5.76,0.0
1859,7,10.07,0.0
1860,7,33.18,0.57
1861,7,11.74,0.0
1862,7,44.41,1.0
1863,7,38.86,0.0
1864,7,9.38,0.0
1865,7,11.17,0.0
1866,7,9.4,0.0
1867,7,33.41,0.0
1868,7,11.52,0.0
1869,7,24.38,0.14
1870,7,30.97,0.0
1871,7,64.75,0.0
1872,7,56.25,1.43
1873,7,73.8,0.43
1874,7,60.96,0.0
1875,7,58.03,0.0
1876,7,41.88,1.29
1877,7,22.89,0.0
1878,7,38.31,0.0
1879,7,22.71,0.0
1880,7,18.79,0.0
1881,7,83.62,0.0
1882,7,44.91,0.0
1883,7,33.67,0.0
1884,7,23.85,0.86
1885,7,32.85,0.0
1886,7,21.04,0.0
1887,7,127.92,0.0
1888,7,20.7,1.0
1889,7,38.96,0.0
1890,7,7.86,0.0
1891,7,27.4,0.0
1892,7,25.66,0.0
1893,7,34.64,0.43
1894,7,28.46,0.0
1895,7,10.51,0.0
1896,7,30.72,0.0
1897,7,26.12,0.0
1898,7,25.85,0.0
1899,7,17.06,0.0
1900,7,16.83,0.0
1901,7,20.23,1.0
1902,7,26.94,0.0
1903,7,33.58,0.0
1904,7,26.29,0.0
1905,7,25.94,0.0
1906,7,45.58,0.0
1907,7,17.96,0.0
1908,7,42.44,0.0
1909,7,13.86,0.14
1910,7,18.41,0.0
1911,7,33.27,0.0
1912,7,27.93,0.0
1913,7,33.18,0.0
1914,7,20.97,0.0
1915,7,42.64,0.14
1916,7,13.32,0.0
1917,7,13.49,0.0
1918,7,47.85,0.0
1919,7,63.54,0.29
1920,7,28.76,0.0
1921,7,25.23,0.71
1922,7,27.75,0.14
1923,7,39.97,0.0
1924,7,38.65,0.0
1925,7,34.52,0.0
1926,7,18.78,0.0
1927,7,27.15,0.71
1928,7,36.75,0.0
1929,7,37.87,0.0
1930,7,49.11,0.29
1931,7,36.18,0.0
1932,7,28.94,0.43
1933,7,19.68,0.0
1934,7,23.37,0.29
1935,7,22.76,0.0
1936,7,23.09,0.0
1937,7,19.81,0.0
1938,7,22.98,0.0
1939,7,29.97,0.0
1940,7,25.22,0.0
1941,7,28.67,0.0
1942,7,50.44,0.0
1943,7,59.27,0.0
1944,7,68.0,0.0
1945,7,19.79,0.0
1946,7,50.17,0.0
1947,7,60.23,0.0
1948,7,33.35,0.0
1949,7,38.67,0.0
1950,7,51.17,0.57
1951,7,29.88,0.0
1952,7,61.44,0.0
1953,7,24.76,0.0
1954,7,44.98,0.0
1955,7,8.85,0.0
1956,7,36.87,0.0
1957,7,32.27,0.0
1958,7,19.42,0.0
1959,7,30.21,0.0
1960,7,34.0,1.14
1961,7,84.31,0.0
1962,7,32.89,0.0
1963,7,17.15,0.29
1964,7,65.14,0.57
1965,7,22.96,0.0
1966,7,31.2,0.0
1967,7,41.48,1.29
1968,7,22.55,0.0
1969,7,15.54,0.0
1970,7,27.77,0.0
1971,7,16.8,0.0
1972,7,40.18,0.0
1973,7,27.45,0.0
1974,7,25.74,0.0
1975,7,46.76,0.0
1976,7,26.38,0.0
1977,7,30.59,0.0
1978,7,30.42,0.29
1979,7,45.8,0.0
1980,7,14.94,0.0
1981,7,24.14,0.0
1982,7,39.95,0.0
1983,7,14.66,0.0
1984,7,28.85,0.0
1985,7,25.52,0.0
1986,7,26.76,0.0
1987,7,79.51,0.43
1988,7,31.14,0.0
1989,7,32.93,0.0
1990,7,34.76,0.0
1991,7,24.35,2.14
1992,7,13.62,0.0
1993,7,16.65,0.0
1994,7,17.4,0.0
1995,7,19.66,0.0
1996,7,25.17,0.0
1997,7,41.29,0.0
1998,7,52.84,0.0
1999,7,50.41,0.0
2000,7,10.78,1.0
2001,7,11.68,0.0
2002,7,74.5,0.0
2003,7,45.37,0.0
2004,7,21.53,0.14
2005,7,20.22,0.57
2006,7,20.42,0.0
2007,7,17.31,0.0
2008,7,14.5,0.0
2009,7,24.51,0.0
2010,7,17.52,0.0
2011,7,19.8,0.0
2012,7,16.38,0.0
2013,7,35.82,0.0
2014,7,14.11,0.43
2015,7,10.38,0.0
2016,7,23.47,0.71
2017,7,8.48,0.0
2018,7,8.01,0.0
2019,7,8.44,0.0
2020,7,11.87,0.0
2021,7,8.77,0.0
2022,7,12.66,0.0
2023,7,12.27,0.0
2024,7,11.97,0.0
2025,7,10.19,0.0
2026,7,8.87,0.0
2027,7,9.01,0.0
2028,7,61.23,0.0
2029,7,22.25,0.0
2030,7,16.23,0.0
2031,7,12.16,0.0
2032,7,31.27,0.0
2033,7,18.49,0.0
2034,7,27.22,0.0
2035,7,26.77,0.0
2036,7,26.67,0.0
2037,7,20.35,0.0
2038,7,19.38,0.0
2039,7,25.25,0.57
2040,7,33.13,0.0
2041,7,32.31,0.29
2042,7,20.67,0.0
2043,7,49.82,0.0
2044,7,21.71,0.0
2045,7,23.78,0.0
2046,7,32.89,0.0
2047,7,61.56,0.0
2048,7,16.15,0.14
2049,7,34.74,0.0
2050,7,10.06,0.0
2051,7,23.02,0.0
2052,7,21.62,0.0
2053,7,25.38,0.0
2054,7,9.25,0.0
2055,7,24.43,0.0
2056,7,15.09,0.0
2057,7,14.94,0.0
2058,7,16.29,0.0
2059,7,13.91,0.0
2060,7,35.34,0.0
2061,7,14.69,0.0
2062,7,19.11,0.0
2063,7,27.05,0.0
2064,7,29.06,0.43
2065,7,31.33,0.0
2066,7,402.11,0.0
2067,7,8.27,0.43
2068,7,19.02,0.0
2069,7,16.8,0.0
2070,7,16.02,0.0
2071,7,17.79,0.0
2072,7,12.63,0.0
2073,7,18.38,0.0
2074,7,11.94,0.0
2075,7,7.77,0.0
2076,7,43.28,0.71
2077,6,9.38,0.0
2078,6,5.21,0.0
2079,6,12.05,0.0
2080,6,8.88,0.0
2081,6,19.47,0.0
2082,6,22.54,0.0
2083,6,21.54,0.0
2084,6,29.97,0.0
2085,6,28.14,0.5
2086,6,21.39,0.0
2087,6,26.22,0.0
2088,6,20.08,0.0
2089,6,37.66,0.0
2090,6,16.11,0.67
2091,6,19.96,0.0
2092,6,8.46,0.0
2093,6,5.83,0.0
2094,6,9.6,0.0
2095,6,9.93,0.0
2096,6,5.95,0.0
2097,6,10.02,0.0
2098,6,10.36,0.0
2099,6,13.07,0.0
2100,6,9.6,0.0
2101,6,8.88,0.0
2102,6,12.0,0.0
2103,6,6.83,0.0
2104,6,14.14,0.0
2105,6,11.23,0.83
2106,6,15.71,0.33
2107,6,7.12,0.0
2108,6,11.86,0.0
2109,6,13.88,0.0
2110,6,9.46,0.0
2111,6,6.76,0.0
2112,6,6.85,0.0
2113,6,12.81,0.0
2114,6,11.95,0.0
2115,6,8.25,0.0
2116,6,8.3,0.0
2117,6,6.94,0.0
2118,6,10.58,0.0
2119,6,11.15,0.0
2120,6,13.11,0.0
2121,6,10.3,0.0
2122,6,38.8,0.0
2123,6,18.39,0.33
2124,6,10.48,1.0
2125,6,22.94,0.0
2126,6,13.26,0.0
2127,6,9.24,0.0
2128,6,5.3,0.0
2129,6,10.08,0.0
2130,6,11.7,0.0
2131,6,15.38,0.0
2132,6,8.05,0.0
2133,6,11.87,0.0
2134,6,13.0,0.0
2135,6,9.86,0.0
2136,6,9.32,0.0
2137,6,8.16,0.0
2138,6,8.71,0.0
2139,6,11.2,0.0
2140,6,6.58,0.0
2141,6,6.44,0.0
2142,6,7.64,0.0
2143,6,8.17,0.0
2144,6,10.57,0.0
2145,6,10.24,0.0
2146,6,8.69,0.0
2147,6,15.8,0.0
2148,6,9.13,0.0
2149,6,5.28,0.0
2150,6,11.58,0.0
2151,6,7.95,0.0
2152,6,9.14,0.33
2153,6,9.8,0.0
2154,6,22.0,0.0
2155,6,6.66,0.0
2156,6,19.84,0.83
2157,6,8.25,0.0
2158,6,7.27,0.0
2159,6,9.35,0.0
2160,6,9.34,0.0
2161,6,9.12,0.0
2162,6,8.56,0.0
2163,6,7.27,0.0
2164,6,9.12,0.0
2165,6,9.5,0.0
2166,6,8.36,0.0
2167,6,7.63,0.0
2168,6,12.36,0.0
2169,6,8.74,0.0
2170,6,7.48,0.0
2171,6,7.17,0.0
2172,6,10.21,0.0
2173,6,22.94,0.0
2174,6,11.66,0.33
2175,6,27.8,0.0
2176,6,18.68,0.0
2177,6,10.85,0.0
2178,6,16.33,0.0
2179,6,17.02,0.0
2180,6,50.15,0.5
2181,6,19.53,0.0
2182,6,52.55,0.17
2183,6,25.66,0.0
2184,6,40.73,0.0
2185,6,54.35,0.0
2186,6,39.93,1.0
2187,6,52.24,0.0
2188,6,32.77,0.0
2189,6,48.31,0.0
2190,6,45.1,0.0
2191,6,37.91,1.5
2192,6,39.1,0.0
2193,6,18.43,0.17
2194,6,24.06,0.0
2195,6,35.99,0.0
2196,6,27.45,0.0
2197,6,23.17,0.0
2198,6,23.18,0.0
2199,6,21.82,0.0
2200,6,35.63,0.0
2201,6,35.34,0.0
2202,6,40.94,0.0
2203,6,18.78,0.0
2204,6,19.04,0.0
2205,6,38.65,0.0
2206,6,13.77,0.5
2207,6,6.53,0.0
2208,6,8.93,0.0
2209,6,9.83,0.0
2210,6,8.42,0.0
2211,6,25.94,0.0
2212,6,17.69,0.0
2213,6,7.49,0.0
2214,6,11.72,0.0
