recency,purchase_frequency,avg_order_value,avg_purchase_interval,purchase_regularity
135,51.6,17.5,0.5813953488372093,1.72
218,42.22,16.07,0.7105263157894737,1.4074074074074074
27,990.0,14.9,0.030303030303030304,33.0
24,28.13,14.72,1.066326530612245,0.937799043062201
4,22.47,3.83,1.3350785340314135,0.7490196078431373
199,900.0,11.32,0.03333333333333333,30.0
17,90.0,72.3,0.3333333333333333,3.0
240,690.0,15.25,0.043478260869565216,23.0
71,7.03,19.66,4.264705882352941,0.23448275862068965
16,31.78,9.75,0.9439252336448598,1.0594059405940595
2,4.8,32.72,6.2439024390243905,0.16015625
94,10.96,16.06,2.736111111111111,0.36548223350253806
161,750.0,12.0,0.04,25.0
373,30.0,79.6,1.0,1.0
95,3.02,33.87,9.928571428571429,0.10071942446043165
53,2.54,68.64,11.791666666666666,0.08480565371024736
287,270.0,32.92,0.1111111111111111,9.0
123,18.69,15.61,1.605263157894737,0.6229508196721312
287,1050.0,21.18,0.02857142857142857,35.0
151,2.18,23.55,13.75,0.07272727272727272
3,173.9,6.32,0.17251461988304093,5.796610169491525
1,11.67,36.55,2.5704225352112675,0.38904109589041097
11,9.72,27.27,3.0854700854700856,0.32409972299168976
32,20.27,26.38,1.48,0.6756756756756757
53,8.47,5.03,3.543859649122807,0.28217821782178215
49,16.28,15.3,1.8428571428571427,0.5426356589147286
218,210.0,43.82,0.14285714285714285,7.0
62,450.0,114.33,0.06666666666666667,15.0
70,23.46,7.32,1.2788461538461537,0.7819548872180451
1,29.76,46.79,1.0081521739130435,0.9919137466307277
1,11.1,20.71,2.7037037037037037,0.3698630136986301
63,19.62,22.14,1.5294117647058822,0.6538461538461539
33,25.9,6.4,1.1581920903954803,0.8634146341463415
81,660.0,15.68,0.045454545454545456,22.0
0,15.89,131.86,1.8883248730964468,0.5295698924731183
102,270.0,19.86,0.1111111111111111,9.0
6,10.49,6.32,2.8596491228070176,0.3496932515337423
250,510.0,7.52,0.058823529411764705,17.0
12,10.95,7.93,2.739130434782609,0.36507936507936506
9,2.89,79.44,10.387096774193548,0.09627329192546584
366,210.0,32.91,0.14285714285714285,7.0
75,3.23,9.97,9.290322580645162,0.1076388888888889
3,1350.0,7.75,0.022222222222222223,45.0
127,8.25,137.82,3.6363636363636362,0.275
65,1.76,15.04,17.0,0.058823529411764705
0,28.3,106.46,1.0601719197707737,0.9432432432432433
116,6.61,17.66,4.538461538461538,0.22033898305084745
309,990.0,16.92,0.030303030303030304,33.0
66,690.0,14.12,0.043478260869565216,23.0
138,10.47,76.66,2.8666666666666667,0.3488372093023256
254,510.0,16.3,0.058823529411764705,17.0
30,15.87,19.24,1.8905109489051095,0.528957528957529
51,5.13,71.12,5.846153846153846,0.17105263157894737
63,300.0,25.64,0.1,10.0
366,210.0,16.09,0.14285714285714285,7.0
5,25.05,23.0,1.1973684210526316,0.8351648351648352
304,360.0,12.92,0.08333333333333333,12.0
28,38.89,42.83,0.7714285714285715,1.2962962962962963
183,7.09,62.65,4.230769230769231,0.23636363636363636
41,17.14,14.97,1.75,0.5714285714285714
39,21.79,19.81,1.3768115942028984,0.7263157894736842
91,38.86,27.7,0.7719298245614035,1.2954545454545454
21,17.84,22.88,1.6818181818181819,0.5945945945945946
23,21.0,20.42,1.4285714285714286,0.7
28,2.24,15.96,13.416666666666666,0.07453416149068323
301,60.0,31.68,0.5,2.0
144,15.26,6.54,1.9661016949152543,0.5086206896551724
5,84.71,6.58,0.3541666666666667,2.823529411764706
18,16.67,23.94,1.8,0.5555555555555556
32,4.98,36.93,6.021739130434782,0.16606498194945848
175,300.0,18.95,0.1,10.0
57,32.82,4.43,0.9139784946236559,1.0941176470588236
21,450.0,13.97,0.06666666666666667,15.0
15,6.29,29.77,4.77027027027027,0.2096317280453258
18,90.0,17.4,0.3333333333333333,3.0
158,870.0,13.27,0.034482758620689655,29.0
24,8.68,15.17,3.4545454545454546,0.2894736842105263
211,5.43,14.28,5.526315789473684,0.18095238095238095
5,14.34,3.98,2.0919540229885056,0.47802197802197804
252,30.0,85.0,1.0,1.0
58,20.06,16.44,1.4951456310679612,0.6688311688311688
10,600.0,18.08,0.05,20.0
64,270.0,34.78,0.1111111111111111,9.0
24,4.93,15.73,6.090909090909091,0.16417910447761194
91,0.55,251.0,54.6,0.018315018315018316
51,25.46,15.23,1.1782178217821782,0.8487394957983193
128,2790.0,17.16,0.010752688172043012,93.0
95,12.66,32.73,2.3703703703703702,0.421875
56,690.0,47.4,0.043478260869565216,23.0
8,9.27,73.72,3.2363636363636363,0.3089887640449438
168,12.35,27.75,2.4285714285714284,0.4117647058823529
56,330.0,19.65,0.09090909090909091,11.0
325,840.0,7.18,0.03571428571428571,28.0
0,26.82,16.39,1.118421052631579,0.8941176470588236
17,13.28,15.89,2.258992805755396,0.4426751592356688
247,600.0,15.29,0.05,20.0
57,3.9,16.72,7.7,0.12987012987012986
73,210.0,20.81,0.14285714285714285,7.0
30,9.84,16.64,3.0491803278688523,0.3279569892473118
6,31.94,96.74,0.9393939393939394,1.064516129032258
122,39.53,10.11,0.758957654723127,1.3175965665236051
1,12.11,24.1,2.4782608695652173,0.40350877192982454
22,35.24,19.06,0.8511904761904762,1.1748251748251748
119,3.63,16.94,8.26086956521739,0.12105263157894737
357,540.0,30.02,0.05555555555555555,18.0
53,12.63,17.18,2.375,0.42105263157894735
63,210.0,17.53,0.14285714285714285,7.0
85,90.0,39.08,0.3333333333333333,3.0
54,1080.0,35.6,0.027777777777777776,36.0
20,14.35,19.51,2.090909090909091,0.4782608695652174
3,17.34,96.4,1.7303370786516854,0.577922077922078
2,31.97,18.33,0.9384615384615385,1.0655737704918034
10,17.6,18.83,1.704225352112676,0.5867768595041323
6,6.41,13.35,4.677966101694915,0.213768115942029
188,76.36,18.1,0.39285714285714285,2.5454545454545454
70,480.0,15.22,0.0625,16.0
203,570.0,18.4,0.05263157894736842,19.0
119,12.24,15.14,2.45,0.40816326530612246
92,450.0,27.79,0.06666666666666667,15.0
0,9.24,17.13,3.2454545454545456,0.3081232492997199
26,3.7,23.44,8.11111111111111,0.1232876712328767
297,630.0,39.1,0.047619047619047616,21.0
23,2.83,20.91,10.592592592592593,0.0944055944055944
27,26.03,21.98,1.152542372881356,0.8676470588235294
49,510.0,18.3,0.058823529411764705,17.0
325,360.0,12.99,0.08333333333333333,12.0
15,2.21,20.45,13.578947368421053,0.07364341085271318
182,16.33,17.23,1.8372093023255813,0.5443037974683544
71,18.17,19.24,1.651006711409396,0.6056910569105691
36,3.04,12.79,9.884615384615385,0.10116731517509728
79,18.67,19.42,1.6065573770491803,0.6224489795918368
56,17.69,17.44,1.695945945945946,0.5896414342629482
11,41.25,18.98,0.7272727272727273,1.375
49,3.83,15.11,7.833333333333333,0.1276595744680851
49,4.43,40.43,6.766666666666667,0.1477832512315271
58,13.55,13.74,2.2142857142857144,0.45161290322580644
351,210.0,24.61,0.14285714285714285,7.0
53,600.0,17.56,0.05,20.0
1,50.14,15.72,0.5982905982905983,1.6714285714285715
92,29.29,16.54,1.024390243902439,0.9761904761904762
22,330.0,20.35,0.09090909090909091,11.0
74,630.0,16.62,0.047619047619047616,21.0
10,6.64,17.21,4.518518518518518,0.22131147540983606
168,1.72,93.63,17.444444444444443,0.05732484076433121
57,6.54,19.84,4.588235294117647,0.21794871794871795
95,9.41,21.34,3.189655172413793,0.31351351351351353
294,480.0,19.21,0.0625,16.0
108,17.69,26.47,1.6956521739130435,0.5897435897435898
263,930.0,29.75,0.03225806451612903,31.0
179,780.0,14.48,0.038461538461538464,26.0
168,270.0,17.65,0.1111111111111111,9.0
34,210.0,10.24,0.14285714285714285,7.0
22,4.69,12.63,6.4,0.15625
16,11.67,17.13,2.5714285714285716,0.3888888888888889
21,3.86,113.62,7.777777777777778,0.12857142857142856
78,1.76,51.05,17.09090909090909,0.05851063829787234
64,150.0,18.12,0.2,5.0
360,90.0,34.0,0.3333333333333333,3.0
2,52.75,15.17,0.56875,1.7582417582417582
10,4.47,21.29,6.714285714285714,0.14893617021276595
175,9.92,17.29,3.0256410256410255,0.3305084745762712
217,205.5,23.73,0.145985401459854,6.85
6,1.74,175.78,17.25,0.057971014492753624
1,10.87,17.6,2.76,0.36231884057971014
153,6.56,9.79,4.575757575757576,0.2185430463576159
4,17.14,6.75,1.75,0.5714285714285714
78,9.75,6.5,3.0760869565217392,0.3250883392226148
20,7.2,19.18,4.166666666666667,0.24
21,1.48,15.41,20.272727272727273,0.04932735426008968
307,17.8,18.99,1.6857142857142857,0.5932203389830508
145,60.0,40.35,0.5,2.0
6,52.61,14.46,0.5702875399361023,1.753501400560224
18,16.8,18.51,1.7852348993288591,0.5601503759398496
70,3.44,12.68,8.733333333333333,0.11450381679389313
286,330.0,24.06,0.09090909090909091,11.0
48,840.0,14.77,0.03571428571428571,28.0
30,41.39,7.47,0.7248520710059172,1.379591836734694
206,300.0,35.8,0.1,10.0
14,15.0,13.12,2.0,0.5
72,1620.0,16.11,0.018518518518518517,54.0
59,330.0,18.19,0.09090909090909091,11.0
38,10.21,16.86,2.936936936936937,0.34049079754601225
29,9.53,24.33,3.149532710280374,0.31750741839762614
26,1.42,57.53,21.1875,0.0471976401179941
3,40.27,20.23,0.7449856733524355,1.3423076923076922
16,390.0,24.65,0.07692307692307693,13.0
19,30.0,17.73,1.0,1.0
65,7.11,30.88,4.219512195121951,0.23699421965317918
212,480.0,19.46,0.0625,16.0
11,19.24,10.19,1.5595238095238095,0.6412213740458015
29,150.0,15.36,0.2,5.0
42,12.65,28.65,2.371900826446281,0.42160278745644597
3,32.29,14.92,0.9290322580645162,1.0763888888888888
14,11.22,16.21,2.6744186046511627,0.3739130434782609
9,17.78,18.76,1.6875,0.5925925925925926
210,450.0,42.38,0.06666666666666667,15.0
45,3.58,52.39,8.384615384615385,0.11926605504587157
133,64.09,11.27,0.46808510638297873,2.1363636363636362
42,20.94,26.8,1.432748538011696,0.6979591836734694
9,12.23,34.22,2.4523809523809526,0.4077669902912621
115,4.59,32.07,6.533333333333333,0.15306122448979592
197,180.0,16.56,0.16666666666666666,6.0
277,330.0,29.89,0.09090909090909091,11.0
109,6.18,13.91,4.852941176470588,0.20606060606060606
76,1170.0,12.95,0.02564102564102564,39.0
52,600.0,45.87,0.05,20.0
161,24.77,26.96,1.2111801242236024,0.8256410256410256
46,21.76,21.54,1.378787878787879,0.7252747252747253
16,16.48,16.48,1.8205128205128205,0.5492957746478874
154,6.53,28.72,4.590909090909091,0.21782178217821782
224,840.0,15.71,0.03571428571428571,28.0
6,3.84,18.84,7.806451612903226,0.128099173553719
121,240.0,20.48,0.125,8.0
60,180.0,17.47,0.16666666666666666,6.0
62,5.62,31.18,5.333333333333333,0.1875
17,20.95,9.71,1.4320987654320987,0.6982758620689655
6,20.55,69.15,1.46,0.684931506849315
1,11.79,20.81,2.5454545454545454,0.39285714285714285
21,19.78,7.32,1.5168539325842696,0.6592592592592592
28,7.39,21.64,4.0606060606060606,0.2462686567164179
284,1140.0,16.49,0.02631578947368421,38.0
175,4.47,5.26,6.714285714285714,0.14893617021276595
77,21.56,16.96,1.391304347826087,0.71875
32,180.0,25.37,0.16666666666666666,6.0
40,24.31,15.38,1.2340425531914894,0.8103448275862069
265,630.0,6.73,0.047619047619047616,21.0
26,22.16,3.12,1.354066985645933,0.7385159010600707
108,0.68,276.62,44.0,0.022727272727272728
283,420.0,11.07,0.07142857142857142,14.0
8,2.64,40.89,11.375,0.08791208791208792
304,2550.0,4.82,0.011764705882352941,85.0
16,48.64,11.64,0.6168032786885246,1.6212624584717608
31,21.89,13.82,1.3703703703703705,0.7297297297297297
0,17.26,74.34,1.7380952380952381,0.5753424657534246
19,1680.0,4.02,0.017857142857142856,56.0
123,3.43,65.06,8.75,0.11428571428571428
64,180.0,15.41,0.16666666666666666,6.0
105,300.0,72.56,0.1,10.0
0,117.66,7.43,0.2549728752260398,3.921985815602837
23,25.36,21.89,1.1830985915492958,0.8452380952380952
266,240.0,22.95,0.125,8.0
4,16.47,30.4,1.8217821782178218,0.5489130434782609
9,9.41,94.28,3.189189189189189,0.3135593220338983
28,9.8,16.92,3.0625,0.32653061224489793
266,210.0,21.79,0.14285714285714285,7.0
63,48.75,7.21,0.6153846153846154,1.625
319,720.0,11.08,0.041666666666666664,24.0
3,37.24,4.44,0.8055555555555556,1.2413793103448276
31,390.0,11.62,0.07692307692307693,13.0
4,5.04,21.91,5.953488372093023,0.16796875
128,1380.0,2.66,0.021739130434782608,46.0
40,5.41,11.89,5.5476190476190474,0.18025751072961374
101,7.2,16.14,4.1692307692307695,0.23985239852398524
124,360.0,31.26,0.08333333333333333,12.0
32,120.0,11.4,0.25,4.0
301,68.51,6.11,0.43790849673202614,2.283582089552239
364,870.0,6.28,0.034482758620689655,29.0
3,14.8,5.63,2.027624309392265,0.49318801089918257
1,36.89,9.89,0.8133333333333334,1.2295081967213115
2,2070.0,2.82,0.014492753623188406,69.0
9,56.63,85.72,0.5297113752122241,1.8878205128205128
56,420.0,11.5,0.07142857142857142,14.0
324,30.0,76.32,1.0,1.0
7,18.34,19.05,1.6355140186915889,0.6114285714285714
11,3150.0,4.22,0.009523809523809525,105.0
3,1580.72,12.75,0.018978673449422813,52.69072164948454
36,630.0,7.02,0.047619047619047616,21.0
15,22.19,12.42,1.352,0.7396449704142012
137,780.0,7.5,0.038461538461538464,26.0
73,4.17,170.77,7.2,0.1388888888888889
4,60.77,17.22,0.4936708860759494,2.0256410256410255
154,57.27,10.3,0.5238095238095238,1.9090909090909092
238,2220.0,17.11,0.013513513513513514,74.0
51,11.83,21.98,2.5365853658536586,0.3942307692307692
30,14.57,17.59,2.0588235294117645,0.4857142857142857
72,270.0,16.02,0.1111111111111111,9.0
3,17.68,36.67,1.696774193548387,0.5893536121673004
13,1.32,69.28,22.7,0.04405286343612335
22,18.97,18.22,1.58125,0.6324110671936759
3,2.91,54.13,10.323529411764707,0.09686609686609686
273,8.04,25.77,3.7333333333333334,0.26785714285714285
19,21.39,19.2,1.4027777777777777,0.7128712871287128
143,90.0,30.0,0.3333333333333333,3.0
3,85.18,17.49,0.3522012578616352,2.8392857142857144
83,150.0,83.92,0.2,5.0
10,74.78,16.41,0.40119760479041916,2.4925373134328357
7,225.0,47.08,0.13333333333333333,7.5
122,7.06,16.13,4.25,0.23529411764705882
60,7.08,13.86,4.239130434782608,0.2358974358974359
1,6.02,21.61,4.980769230769231,0.20077220077220076
318,2010.0,7.22,0.014925373134328358,67.0
1,33.15,17.93,0.905,1.1049723756906078
129,4.52,21.63,6.642857142857143,0.15053763440860216
1,10.84,35.0,2.7686567164179103,0.3611859838274933
1,22.74,20.9,1.3191489361702127,0.7580645161290323
45,780.0,15.99,0.038461538461538464,26.0
3,73.33,14.17,0.4090909090909091,2.4444444444444446
2,11.76,22.88,2.55,0.39215686274509803
372,660.0,14.17,0.045454545454545456,22.0
133,210.0,16.54,0.14285714285714285,7.0
46,1.94,340.2,15.454545454545455,0.06470588235294118
8,18.1,19.96,1.6571428571428573,0.603448275862069
77,0.72,96.68,41.4,0.024154589371980676
233,90.0,52.4,0.3333333333333333,3.0
220,840.0,15.95,0.03571428571428571,28.0
35,2.41,25.33,12.461538461538462,0.08024691358024691
74,9.3,12.68,3.2244897959183674,0.310126582278481
238,1560.0,25.88,0.019230769230769232,52.0
265,180.0,19.79,0.16666666666666666,6.0
9,116.34,83.84,0.25785714285714284,3.8781163434903045
19,5.43,9.02,5.520833333333333,0.1811320754716981
39,1230.0,12.38,0.024390243902439025,41.0
19,105.31,3.9,0.28488372093023256,3.510204081632653
215,21.18,10.28,1.4166666666666667,0.7058823529411765
173,6.36,11.57,4.72,0.211864406779661
86,10.33,47.04,2.9038461538461537,0.3443708609271523
70,87.0,56.27,0.3448275862068966,2.9
275,750.0,4.9,0.04,25.0
38,5.36,11.05,5.596153846153846,0.17869415807560138
97,1740.0,6.27,0.017241379310344827,58.0
10,4.18,15.55,7.172413793103448,0.13942307692307693
32,780.0,5.17,0.038461538461538464,26.0
59,16.62,21.63,1.8053691275167785,0.5539033457249071
296,13.29,18.61,2.2580645161290325,0.44285714285714284
85,13.55,13.32,2.2142857142857144,0.45161290322580644
8,56.71,4.96,0.5290519877675841,1.8901734104046244
40,450.0,4.36,0.06666666666666667,15.0
10,19.94,19.79,1.5041666666666667,0.6648199445983379
66,720.0,18.87,0.041666666666666664,24.0
330,90.0,65.88,0.3333333333333333,3.0
30,6.99,31.61,4.292307692307692,0.23297491039426524
1,21.72,17.56,1.381132075471698,0.7240437158469946
1,35.64,18.09,0.8416988416988417,1.188073394495413
67,6.27,20.32,4.785714285714286,0.208955223880597
4,57.33,19.6,0.5233160621761658,1.9108910891089108
201,4.2,144.57,7.142857142857143,0.14
106,180.0,55.92,0.16666666666666666,6.0
17,5.29,17.98,5.666666666666667,0.17647058823529413
217,60.0,92.7,0.5,2.0
59,3.71,20.2,8.08108108108108,0.12374581939799331
1,1320.0,3.66,0.022727272727272728,44.0
16,2.91,19.45,10.291666666666666,0.09716599190283401
238,600.0,16.41,0.05,20.0
94,300.0,15.17,0.1,10.0
10,8.13,23.83,3.689655172413793,0.27102803738317754
105,11.55,18.68,2.5980392156862746,0.3849056603773585
52,13.94,20.01,2.1517857142857144,0.46473029045643155
89,270.0,118.94,0.1111111111111111,9.0
30,8.17,14.99,3.671641791044776,0.27235772357723576
11,9.1,16.57,3.2962962962962963,0.30337078651685395
2,52.06,31.17,0.576271186440678,1.7352941176470589
1,8.24,20.05,3.64,0.27472527472527475
42,360.0,14.12,0.08333333333333333,12.0
3,210.0,12.85,0.14285714285714285,7.0
246,5.73,30.11,5.238095238095238,0.19090909090909092
41,19.56,17.79,1.5336787564766838,0.652027027027027
176,1230.0,16.66,0.024390243902439025,41.0
91,10.53,16.52,2.85,0.3508771929824561
109,16.94,8.9,1.771186440677966,0.5645933014354066
28,8.38,33.32,3.582089552238806,0.2791666666666667
25,20.35,19.15,1.4742857142857142,0.6782945736434108
51,4.27,38.68,7.025,0.1423487544483986
183,14.42,18.51,2.08,0.4807692307692308
42,15.61,17.81,1.9217391304347826,0.5203619909502263
48,3.92,41.79,7.6571428571428575,0.13059701492537312
21,136.29,4.88,0.22012578616352202,4.542857142857143
74,12.81,39.81,2.3417721518987342,0.42702702702702705
80,1.55,32.72,19.4,0.05154639175257732
372,270.0,17.89,0.1111111111111111,9.0
325,240.0,18.36,0.125,8.0
42,12.35,21.26,2.4285714285714284,0.4117647058823529
29,6.46,21.2,4.642857142857143,0.2153846153846154
183,300.0,21.37,0.1,10.0
234,5.27,17.53,5.6875,0.17582417582417584
8,11.85,18.36,2.5319148936170213,0.3949579831932773
219,75.35,15.68,0.39814814814814814,2.511627906976744
110,16.67,19.65,1.8,0.5555555555555556
277,600.0,6.84,0.05,20.0
317,240.0,37.82,0.125,8.0
6,40.61,17.15,0.7387387387387387,1.353658536585366
1,42.55,36.92,0.7051282051282052,1.4181818181818182
259,15.29,18.28,1.9622641509433962,0.5096153846153846
63,12.52,29.24,2.3962264150943398,0.41732283464566927
8,10.15,114.14,2.954954954954955,0.3384146341463415
141,150.0,24.0,0.2,5.0
50,57.78,22.37,0.5192307692307693,1.9259259259259258
7,18.49,18.31,1.6223776223776223,0.6163793103448276
154,5.67,19.65,5.294117647058823,0.18888888888888888
108,23.85,17.1,1.2580645161290323,0.7948717948717948
162,17.01,27.57,1.7636363636363637,0.5670103092783505
331,870.0,16.99,0.034482758620689655,29.0
225,300.0,11.23,0.1,10.0
73,5.5,13.27,5.454545454545454,0.18333333333333332
50,4.58,19.31,6.551724137931035,0.15263157894736842
98,10.05,17.5,2.984375,0.33507853403141363
14,34.26,18.74,0.8755555555555555,1.1421319796954315
196,240.0,16.76,0.125,8.0
2,12.86,23.91,2.3333333333333335,0.42857142857142855
30,17.45,18.6,1.71875,0.5818181818181818
20,5.23,70.74,5.7407407407407405,0.17419354838709677
23,38.36,16.53,0.7821428571428571,1.278538812785388
7,1.42,19.63,21.11111111111111,0.04736842105263158
212,480.0,26.66,0.0625,16.0
8,5.04,19.39,5.957446808510638,0.16785714285714284
10,8.66,22.92,3.4653465346534653,0.2885714285714286
1,26.04,16.39,1.1518987341772151,0.8681318681318682
7,10.91,48.72,2.75,0.36363636363636365
2,5.01,17.16,5.983606557377049,0.16712328767123288
39,150.0,33.24,0.2,5.0
17,7.24,21.05,4.145161290322581,0.24124513618677043
7,139.52,31.48,0.21502748930971288,4.650568181818182
7,12.02,27.73,2.4965034965034967,0.4005602240896359
18,90.0,14.4,0.3333333333333333,3.0
116,390.0,49.24,0.07692307692307693,13.0
222,510.0,22.56,0.058823529411764705,17.0
70,49.22,17.7,0.6095238095238096,1.640625
50,29.12,63.43,1.0303030303030303,0.9705882352941176
88,19.01,16.64,1.5777777777777777,0.6338028169014085
7,10.03,20.11,2.9914529914529915,0.3342857142857143
242,600.0,15.51,0.05,20.0
46,9.0,18.52,3.3333333333333335,0.3
106,240.0,15.0,0.125,8.0
44,13.71,24.57,2.1881188118811883,0.45701357466063347
64,720.0,21.19,0.041666666666666664,24.0
206,7.38,15.41,4.064516129032258,0.24603174603174602
10,11.46,12.45,2.6178861788617884,0.38198757763975155
114,8.78,16.81,3.4166666666666665,0.2926829268292683
241,240.0,22.98,0.125,8.0
162,360.0,25.97,0.08333333333333333,12.0
16,24.9,19.36,1.2046332046332047,0.8301282051282052
123,84.0,16.52,0.35714285714285715,2.8
22,6.24,33.32,4.8076923076923075,0.208
67,450.0,27.68,0.06666666666666667,15.0
16,14.25,15.75,2.1049382716049383,0.4750733137829912
15,23.62,7.43,1.2698412698412698,0.7875
16,10.42,17.94,2.8777777777777778,0.3474903474903475
160,26.57,18.97,1.1290322580645162,0.8857142857142857
242,420.0,22.11,0.07142857142857142,14.0
218,180.0,22.45,0.16666666666666666,6.0
44,14.18,16.92,2.116279069767442,0.4725274725274725
20,3.35,31.84,8.952380952380953,0.11170212765957446
126,8.84,12.53,3.3943661971830985,0.2946058091286307
38,180.0,18.16,0.16666666666666666,6.0
120,10.23,17.03,2.933333333333333,0.3409090909090909
259,540.0,22.75,0.05555555555555555,18.0
9,930.0,4.31,0.03225806451612903,31.0
273,540.0,15.72,0.05555555555555555,18.0
164,30.0,51.0,1.0,1.0
156,12.16,22.96,2.4680851063829787,0.4051724137931034
214,180.0,15.1,0.16666666666666666,6.0
5,11.25,18.18,2.6666666666666665,0.375
365,330.0,15.85,0.09090909090909091,11.0
79,990.0,21.25,0.030303030303030304,33.0
42,1230.0,5.51,0.024390243902439025,41.0
18,24.26,16.59,1.2363636363636363,0.8088235294117647
31,57.1,18.04,0.5254237288135594,1.903225806451613
21,1230.0,3.93,0.024390243902439025,41.0
108,20.29,53.87,1.4782608695652173,0.6764705882352942
7,58.88,17.67,0.5095419847328244,1.9625468164794007
319,240.0,19.38,0.125,8.0
294,120.0,25.12,0.25,4.0
357,120.0,19.14,0.25,4.0
184,2250.0,3.44,0.013333333333333334,75.0
190,4.71,56.1,6.363636363636363,0.15714285714285714
43,5.5,7.57,5.456521739130435,0.18326693227091634
51,1680.0,3.62,0.017857142857142856,56.0
25,3930.0,4.78,0.007633587786259542,131.0
37,14.16,21.15,2.1186440677966103,0.472
8,30.0,14.44,1.0,1.0
296,210.0,20.34,0.14285714285714285,7.0
32,55.26,12.65,0.5428571428571428,1.8421052631578947
9,15.41,17.27,1.946236559139785,0.5138121546961326
64,10.8,23.19,2.7777777777777777,0.36
9,23.7,16.27,1.2657342657342658,0.7900552486187845
217,150.0,13.59,0.2,5.0
1,28.46,10.02,1.0542857142857143,0.948509485094851
64,7.16,6.68,4.191780821917808,0.238562091503268
2,12.43,30.03,2.413793103448276,0.4142857142857143
148,750.0,22.99,0.04,25.0
3,15.38,22.26,1.9505494505494505,0.5126760563380282
129,5.17,73.79,5.8,0.1724137931034483
33,9.22,14.31,3.2524271844660193,0.3074626865671642
118,240.0,19.59,0.125,8.0
106,12.96,29.56,2.315068493150685,0.4319526627218935
10,12.69,24.36,2.364485981308411,0.42292490118577075
70,5.45,38.14,5.5,0.18181818181818182
91,27.18,5.73,1.1036269430051813,0.9061032863849765
310,420.0,75.93,0.07142857142857142,14.0
42,43.0,17.91,0.6976744186046512,1.4333333333333333
361,690.0,5.33,0.043478260869565216,23.0
91,10.9,15.43,2.752577319587629,0.36329588014981273
0,49.3,10.0,0.6084745762711864,1.6434540389972145
21,21.0,35.02,1.4285714285714286,0.7
3,35.77,15.62,0.8387096774193549,1.1923076923076923
10,17.46,5.14,1.7184466019417475,0.5819209039548022
98,870.0,13.36,0.034482758620689655,29.0
56,5.26,30.12,5.703703703703703,0.17532467532467533
0,25.04,19.21,1.1981981981981982,0.8345864661654135
217,90.0,88.4,0.3333333333333333,3.0
17,30.0,322.08,1.0,1.0
23,23.25,20.01,1.2901785714285714,0.7750865051903114
49,39.23,21.37,0.7647058823529411,1.3076923076923077
6,13.63,8.64,2.201388888888889,0.45425867507886436
302,510.0,27.67,0.058823529411764705,17.0
9,145.06,5.9,0.20680628272251309,4.8354430379746836
21,7.2,114.4,4.166666666666667,0.24
98,270.0,9.9,0.1111111111111111,9.0
365,150.0,12.6,0.2,5.0
305,270.0,14.66,0.1111111111111111,9.0
319,960.0,83.16,0.03125,32.0
7,4.62,42.87,6.490909090909091,0.15406162464985995
0,6.02,33.59,4.980392156862745,0.20078740157480315
204,16.88,25.24,1.7777777777777777,0.5625
53,8.89,15.27,3.3763440860215055,0.2961783439490446
0,35.88,3.55,0.8361774744027304,1.1959183673469387
18,8.05,16.62,3.7285714285714286,0.2681992337164751
8,1.69,18.77,17.7,0.05649717514124294
18,21.93,3.52,1.3682170542635659,0.7308781869688386
180,8.63,12.08,3.475,0.28776978417266186
59,24.4,6.08,1.2293577981651376,0.8134328358208955
10,22.41,4.27,1.3387096774193548,0.7469879518072289
189,660.0,5.45,0.045454545454545456,22.0
4,212.41,3.16,0.14123711340206185,7.08029197080292
310,120.0,28.41,0.25,4.0
154,1110.0,49.67,0.02702702702702703,37.0
109,2.4,27.15,12.5,0.08
147,47.79,11.68,0.6277777777777778,1.592920353982301
65,26.37,8.35,1.1375,0.8791208791208791
97,1.68,88.27,17.833333333333332,0.056074766355140186
246,69.64,8.14,0.4307692307692308,2.3214285714285716
28,6.3,31.56,4.763888888888889,0.2099125364431487
17,9.15,6.65,3.2777777777777777,0.3050847457627119
11,4.69,10.73,6.395348837209302,0.15636363636363637
103,33.59,6.89,0.8932384341637011,1.1195219123505975
73,1.01,33.48,29.714285714285715,0.03365384615384615
45,870.0,18.88,0.034482758620689655,29.0
71,5.41,22.04,5.5476190476190474,0.18025751072961374
256,570.0,11.35,0.05263157894736842,19.0
19,1.08,130.96,27.7,0.036101083032490974
253,4.86,17.57,6.166666666666667,0.16216216216216217
10,390.0,21.47,0.07692307692307693,13.0
164,7.38,21.22,4.066666666666666,0.2459016393442623
17,19.64,14.36,1.5277777777777777,0.6545454545454545
281,270.0,15.23,0.1111111111111111,9.0
49,420.0,22.99,0.07142857142857142,14.0
38,1410.0,3.53,0.02127659574468085,47.0
26,12.67,8.31,2.3680555555555554,0.4222873900293255
67,1380.0,23.14,0.021739130434782608,46.0
206,900.0,15.45,0.03333333333333333,30.0
174,2.59,20.05,11.588235294117647,0.08629441624365482
6,24.49,19.86,1.225,0.8163265306122449
25,210.0,19.94,0.14285714285714285,7.0
50,2.57,20.63,11.666666666666666,0.08571428571428572
311,9.34,28.36,3.210526315789474,0.3114754098360656
308,870.0,16.39,0.034482758620689655,29.0
42,18.15,10.14,1.6528497409326426,0.6050156739811913
25,23.1,4.2,1.2989690721649485,0.7698412698412699
87,2.08,50.98,14.428571428571429,0.06930693069306931
183,2.21,25.12,13.6,0.07352941176470588
