CustomerID,order_count,total_spend,avg_order_value,first_purchase,last_purchase,customer_lifespan,purchase_frequency
13895,118,2593.07,21.98,2011-06-28 10:17:00,2011-11-11 16:57:00,136,26.03
13897,17,311.16,18.3,2011-10-20 14:30:00,2011-10-20 14:30:00,1,510.0
13898,12,155.93,12.99,2011-01-18 10:28:00,2011-01-18 10:28:00,1,360.0
13899,19,388.52,20.45,2011-03-10 09:30:00,2011-11-23 13:40:00,258,2.21
13900,43,740.95,17.23,2011-03-22 10:13:00,2011-06-09 19:26:00,79,16.33
13901,149,2867.2,19.24,2011-01-25 09:01:00,2011-09-28 14:48:00,246,18.17
13904,26,332.64,12.79,2011-02-18 11:18:00,2011-11-02 13:41:00,257,3.04
13908,122,2369.55,19.42,2011-03-08 12:04:00,2011-09-21 11:49:00,196,18.67
13911,148,2580.91,17.44,2011-02-04 14:46:00,2011-10-13 15:43:00,251,17.69
13914,33,626.45,18.98,2011-11-03 16:28:00,2011-11-28 10:35:00,24,41.25
13917,18,272.04,15.11,2011-06-01 12:46:00,2011-10-21 09:56:00,141,3.83
13918,30,1212.84,40.43,2011-03-31 18:05:00,2011-10-21 12:25:00,203,4.43
13919,28,384.81,13.74,2011-08-10 10:15:00,2011-10-11 14:24:00,62,13.55
13922,7,172.25,24.61,2010-12-23 10:38:00,2010-12-23 10:38:00,1,210.0
13923,20,351.13,17.56,2011-10-17 12:33:00,2011-10-17 12:33:00,1,600.0
13924,117,1838.85,15.72,2011-09-28 15:07:00,2011-12-08 09:39:00,70,50.14
13925,41,678.25,16.54,2011-07-28 12:09:00,2011-09-08 12:47:00,42,29.29
13926,11,223.85,20.35,2011-11-16 13:16:00,2011-11-16 13:16:00,1,330.0
13927,21,348.99,16.62,2011-09-26 12:00:00,2011-09-26 12:00:00,1,630.0
13928,27,464.57,17.21,2011-07-29 15:59:00,2011-11-29 10:33:00,122,6.64
13929,9,842.65,93.63,2011-01-17 15:11:00,2011-06-23 15:26:00,157,1.72
13930,17,337.34,19.84,2011-07-26 11:00:00,2011-10-13 09:45:00,78,6.54
13931,58,1237.53,21.34,2011-03-04 08:43:00,2011-09-05 10:12:00,185,9.41
13932,16,307.4,19.21,2011-02-18 12:02:00,2011-02-18 12:02:00,1,480.0
13933,23,608.79,26.47,2011-07-14 13:35:00,2011-08-22 14:03:00,39,17.69
13934,31,922.1,29.75,2011-03-21 08:39:00,2011-03-21 08:39:00,1,930.0
13936,26,376.58,14.48,2011-06-13 08:47:00,2011-06-13 08:47:00,1,780.0
13937,9,158.85,17.65,2011-06-23 16:35:00,2011-06-23 16:35:00,1,270.0
13938,7,71.66,10.24,2011-11-04 14:37:00,2011-11-04 14:37:00,1,210.0
13939,45,568.55,12.63,2011-02-01 11:30:00,2011-11-16 13:33:00,288,4.69
13940,49,839.14,17.13,2011-07-18 16:05:00,2011-11-22 15:15:00,126,11.67
13941,45,5112.96,113.62,2010-12-02 10:17:00,2011-11-18 09:43:00,350,3.86
13946,11,561.57,51.05,2011-03-17 10:02:00,2011-09-21 13:33:00,188,1.76
13947,5,90.6,18.12,2011-10-05 14:42:00,2011-10-05 14:42:00,1,150.0
13948,3,102.0,34.0,2010-12-14 10:18:00,2010-12-14 10:18:00,1,90.0
13949,160,2427.32,15.17,2011-09-06 11:55:00,2011-12-07 09:35:00,91,52.75
13950,35,745.06,21.29,2011-04-07 11:29:00,2011-11-28 14:44:00,235,4.47
13951,39,674.45,17.29,2011-02-18 15:21:00,2011-06-16 16:43:00,118,9.92
13952,137,3251.07,23.73,2011-04-15 09:27:00,2011-05-06 09:00:00,20,205.5
13953,20,3515.68,175.78,2010-12-22 10:29:00,2011-12-02 16:04:00,345,1.74
13954,25,439.92,17.6,2011-09-30 10:52:00,2011-12-08 12:50:00,69,10.87
13955,33,322.96,9.79,2011-02-07 12:24:00,2011-07-08 17:19:00,151,6.56
13956,152,1026.42,6.75,2011-03-13 12:51:00,2011-12-04 13:20:00,266,17.14
13959,92,598.2,6.5,2010-12-12 13:56:00,2011-09-21 15:06:00,283,9.75
13960,12,230.22,19.18,2011-09-29 12:39:00,2011-11-18 15:27:00,50,7.2
13962,11,169.55,15.41,2011-04-08 11:21:00,2011-11-18 08:47:00,223,1.48
13963,35,664.54,18.99,2010-12-07 09:21:00,2011-02-04 14:43:00,59,17.8
13967,2,80.7,40.35,2011-07-17 12:02:00,2011-07-17 12:02:00,1,60.0
13969,626,9053.94,14.46,2010-12-09 19:32:00,2011-12-02 15:11:00,357,52.61
13971,149,2758.26,18.51,2011-02-27 12:27:00,2011-11-21 12:06:00,266,16.8
13972,15,190.25,12.68,2011-05-22 11:34:00,2011-09-30 11:54:00,131,3.44
13973,11,264.7,24.06,2011-02-25 15:21:00,2011-02-25 15:21:00,1,330.0
13974,28,413.59,14.77,2011-10-21 14:41:00,2011-10-21 14:41:00,1,840.0
13975,338,2526.28,7.47,2011-03-08 12:19:00,2011-11-08 13:19:00,245,41.39
13976,10,357.98,35.8,2011-05-17 09:13:00,2011-05-17 09:13:00,1,300.0
13978,15,196.79,13.12,2011-10-25 15:04:00,2011-11-25 11:36:00,30,15.0
13979,54,869.87,16.11,2011-09-27 13:32:00,2011-09-27 13:32:00,1,1620.0
13980,11,200.14,18.19,2011-10-10 13:34:00,2011-10-10 13:34:00,1,330.0
13982,111,1871.81,16.86,2010-12-09 13:57:00,2011-10-31 16:24:00,326,10.21
13983,107,2603.43,24.33,2010-12-08 10:38:00,2011-11-10 11:06:00,337,9.53
13984,16,920.51,57.53,2010-12-08 15:58:00,2011-11-13 12:38:00,339,1.42
13985,349,7060.13,20.23,2011-03-20 13:48:00,2011-12-05 17:06:00,260,40.27
13986,13,320.46,24.65,2011-11-22 15:00:00,2011-11-22 15:00:00,1,390.0
13988,234,4147.96,17.73,2011-03-30 11:48:00,2011-11-20 10:15:00,234,30.0
13989,41,1266.08,30.88,2011-04-14 15:39:00,2011-10-05 09:47:00,173,7.11
13990,16,311.3,19.46,2011-05-10 15:19:00,2011-05-10 15:19:00,1,480.0
13991,84,855.97,10.19,2011-07-19 12:58:00,2011-11-27 16:18:00,131,19.24
13992,5,76.8,15.36,2011-11-09 15:23:00,2011-11-09 15:23:00,1,150.0
13993,121,3466.36,28.65,2011-01-13 10:43:00,2011-10-28 09:06:00,287,12.65
13994,155,2313.14,14.92,2011-07-14 18:28:00,2011-12-06 11:05:00,144,32.29
13995,86,1393.69,16.21,2011-04-08 08:20:00,2011-11-24 14:22:00,230,11.22
13999,208,3901.81,18.76,2010-12-13 11:23:00,2011-11-29 13:40:00,351,17.78
14000,15,635.66,42.38,2011-05-12 16:50:00,2011-05-12 16:50:00,1,450.0
14001,39,2043.08,52.39,2010-12-01 12:58:00,2011-10-25 10:31:00,327,3.58
14002,47,529.73,11.27,2011-07-06 14:59:00,2011-07-28 15:55:00,22,64.09
14004,171,4582.64,26.8,2011-02-24 09:28:00,2011-10-27 14:40:00,245,20.94
14005,84,2874.72,34.22,2011-05-08 10:33:00,2011-11-30 12:41:00,206,12.23
14006,30,962.19,32.07,2011-01-31 15:11:00,2011-08-16 09:39:00,196,4.59
14009,42,695.61,16.56,2011-05-18 13:00:00,2011-05-25 15:47:00,7,180.0
14012,11,328.8,29.89,2011-03-07 12:26:00,2011-03-07 12:26:00,1,330.0
14013,34,473.02,13.91,2011-03-09 08:59:00,2011-08-21 15:01:00,165,6.18
14014,39,505.18,12.95,2011-09-23 13:18:00,2011-09-23 13:18:00,1,1170.0
14015,20,917.34,45.87,2011-10-18 10:02:00,2011-10-18 10:02:00,1,600.0
14016,161,4341.21,26.96,2010-12-17 14:21:00,2011-07-01 11:29:00,195,24.77
14019,66,1421.61,21.54,2011-07-24 15:39:00,2011-10-24 10:13:00,91,21.76
14020,39,642.8,16.48,2011-09-12 15:32:00,2011-11-23 09:22:00,71,16.48
14021,22,631.9,28.72,2011-03-28 15:10:00,2011-07-07 15:46:00,101,6.53
14022,28,440.0,15.71,2011-04-28 14:39:00,2011-04-28 14:39:00,1,840.0
14023,31,584.07,18.84,2011-04-03 15:50:00,2011-12-02 13:58:00,242,3.84
14024,16,327.7,20.48,2011-08-07 13:31:00,2011-08-10 11:30:00,2,240.0
14027,6,104.82,17.47,2011-10-10 09:01:00,2011-10-10 09:01:00,1,180.0
14029,15,467.66,31.18,2011-07-18 16:57:00,2011-10-07 14:46:00,80,5.62
14030,243,2360.09,9.71,2010-12-08 16:11:00,2011-11-21 16:48:00,348,20.95
14031,250,17286.86,69.15,2010-12-02 16:34:00,2011-12-02 17:13:00,365,20.55
14032,143,2975.59,20.81,2010-12-08 10:53:00,2011-12-07 15:23:00,364,11.79
14034,89,651.82,7.32,2011-07-05 13:06:00,2011-11-17 14:02:00,135,19.78
14035,66,1428.02,21.64,2011-02-15 12:48:00,2011-11-11 10:03:00,268,7.39
14036,38,626.65,16.49,2011-02-28 09:26:00,2011-02-28 09:26:00,1,1140.0
14037,28,147.2,5.26,2010-12-10 11:39:00,2011-06-16 13:57:00,188,4.47
14038,92,1560.38,16.96,2011-05-16 14:05:00,2011-09-22 13:37:00,128,21.56
14039,6,152.2,25.37,2011-11-06 13:48:00,2011-11-06 13:48:00,1,180.0
14040,235,3614.92,15.38,2011-01-12 14:57:00,2011-10-30 12:42:00,290,24.31
14041,21,141.41,6.73,2011-03-18 13:25:00,2011-03-18 13:25:00,1,630.0
14044,209,652.82,3.12,2011-02-03 11:39:00,2011-11-13 12:05:00,283,22.16
14045,6,1659.75,276.62,2010-12-01 11:32:00,2011-08-22 15:27:00,264,0.68
14046,14,154.99,11.07,2011-02-28 14:48:00,2011-02-28 14:48:00,1,420.0
14047,32,1308.61,40.89,2010-12-02 10:09:00,2011-12-01 11:43:00,364,2.64
14048,85,409.93,4.82,2011-02-07 14:53:00,2011-02-07 14:53:00,1,2550.0
14049,488,5681.72,11.64,2011-01-26 11:27:00,2011-11-23 12:20:00,301,48.64
14050,54,746.36,13.82,2011-08-25 13:46:00,2011-11-08 10:00:00,74,21.89
14051,210,15610.39,74.34,2010-12-08 12:49:00,2011-12-09 10:20:00,365,17.26
14052,56,225.36,4.02,2011-11-20 12:30:00,2011-11-20 12:30:00,1,1680.0
14053,4,260.25,65.06,2011-07-03 12:21:00,2011-08-07 14:27:00,35,3.43
14054,6,92.46,15.41,2011-10-05 15:49:00,2011-10-05 15:49:00,1,180.0
14055,10,725.64,72.56,2011-08-25 15:04:00,2011-08-25 15:04:00,1,300.0
14056,1106,8214.65,7.43,2011-02-28 15:19:00,2011-12-08 13:36:00,282,117.66
14057,284,6217.96,21.89,2010-12-14 12:11:00,2011-11-16 10:32:00,336,25.36
14059,8,183.6,22.95,2011-03-18 10:06:00,2011-03-18 10:06:00,1,240.0
14060,202,6140.42,30.4,2010-12-02 12:11:00,2011-12-05 12:29:00,368,16.47
14062,111,10464.85,94.28,2010-12-10 15:56:00,2011-11-30 10:04:00,354,9.41
14064,80,1353.74,16.92,2011-03-10 12:59:00,2011-11-10 13:14:00,245,9.8
14066,7,152.55,21.79,2011-03-18 12:21:00,2011-03-18 12:21:00,1,210.0
14067,52,374.7,7.21,2011-09-04 12:00:00,2011-10-07 10:21:00,32,48.75
14068,24,265.85,11.08,2011-01-23 16:02:00,2011-01-23 16:02:00,1,720.0
14071,324,1438.82,4.44,2011-03-20 11:33:00,2011-12-06 12:27:00,261,37.24
14073,13,151.04,11.62,2011-11-07 15:49:00,2011-11-07 15:49:00,1,390.0
14075,43,942.26,21.91,2011-03-23 16:35:00,2011-12-05 08:38:00,256,5.04
14076,46,122.47,2.66,2011-08-02 15:19:00,2011-08-02 15:19:00,1,1380.0
14077,42,499.42,11.89,2011-03-10 15:52:00,2011-10-30 12:35:00,233,5.41
14078,65,1049.37,16.14,2010-12-01 12:54:00,2011-08-30 12:16:00,271,7.2
14079,12,375.1,31.26,2011-08-07 12:10:00,2011-08-07 12:10:00,1,360.0
14080,4,45.6,11.4,2011-11-07 11:09:00,2011-11-07 11:09:00,1,120.0
14081,153,934.52,6.11,2010-12-05 15:47:00,2011-02-10 16:17:00,67,68.51
14082,29,182.25,6.28,2010-12-10 11:02:00,2010-12-10 11:02:00,1,870.0
14083,181,1018.43,5.63,2010-12-03 12:24:00,2011-12-05 13:14:00,367,14.8
14085,450,4448.54,9.89,2010-12-06 12:39:00,2011-12-07 13:46:00,366,36.89
14087,69,194.42,2.82,2011-12-07 12:41:00,2011-12-07 12:41:00,1,2070.0
14088,589,50491.81,85.72,2011-01-21 13:07:00,2011-11-29 16:16:00,312,56.63
14089,14,161.0,11.5,2011-10-14 10:38:00,2011-10-14 10:38:00,1,420.0
14090,1,76.32,76.32,2011-01-19 10:51:00,2011-01-19 10:51:00,1,30.0
14092,214,4076.91,19.05,2010-12-16 15:47:00,2011-12-02 12:13:00,350,18.34
14093,105,442.85,4.22,2011-11-27 16:27:00,2011-11-27 16:27:00,1,3150.0
14096,5111,65164.79,12.75,2011-08-30 10:49:00,2011-12-05 17:17:00,97,1580.72
14098,21,147.35,7.02,2011-11-03 10:13:00,2011-11-03 10:13:00,1,630.0
14099,250,3104.17,12.42,2010-12-20 11:14:00,2011-11-23 13:53:00,338,22.19
14100,26,194.9,7.5,2011-07-25 11:01:00,2011-07-25 11:01:00,1,780.0
14101,35,5976.79,170.77,2011-01-17 13:09:00,2011-09-27 12:28:00,252,4.17
14102,79,1360.28,17.22,2011-10-26 12:46:00,2011-12-04 15:38:00,39,60.77
14104,21,216.21,10.3,2011-06-27 12:49:00,2011-07-08 12:50:00,11,57.27
14105,74,1266.23,17.11,2011-04-14 17:58:00,2011-04-14 17:58:00,1,2220.0
14107,123,2703.23,21.98,2010-12-10 13:29:00,2011-10-19 12:12:00,312,11.83
14108,34,597.91,17.59,2011-08-30 11:32:00,2011-11-09 10:41:00,70,14.57
14109,9,144.2,16.02,2011-09-28 10:18:00,2011-09-28 10:18:00,1,270.0
14110,155,5683.15,36.67,2011-03-18 09:59:00,2011-12-06 12:26:00,263,17.68
14111,10,692.85,69.28,2011-04-12 11:36:00,2011-11-25 13:44:00,227,1.32
14112,160,2915.15,18.22,2011-03-09 11:28:00,2011-11-17 12:30:00,253,18.97
14113,34,1840.42,54.13,2010-12-20 12:14:00,2011-12-06 12:18:00,351,2.91
14114,15,386.53,25.77,2011-01-13 11:05:00,2011-03-11 09:42:00,56,8.04
14116,72,1382.74,19.2,2011-08-10 12:44:00,2011-11-20 10:29:00,101,21.39
14117,3,90.0,30.0,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0
14121,159,2780.15,17.49,2011-10-11 10:39:00,2011-12-06 12:19:00,56,85.18
14124,5,419.58,83.92,2011-09-16 13:32:00,2011-09-16 13:32:00,1,150.0
14125,167,2740.43,16.41,2011-09-22 15:40:00,2011-11-29 12:47:00,67,74.78
14126,15,706.13,47.08,2011-11-29 12:21:00,2011-12-02 11:45:00,2,225.0
14127,44,709.71,16.13,2011-02-02 12:26:00,2011-08-09 10:49:00,187,7.06
14128,46,637.5,13.86,2011-03-29 10:49:00,2011-10-10 12:00:00,195,7.08
14129,52,1123.86,21.61,2011-03-24 08:44:00,2011-12-08 11:02:00,259,6.02
14130,67,483.86,7.22,2011-01-24 16:05:00,2011-01-24 16:05:00,1,2010.0
14132,200,3586.03,17.93,2011-06-09 12:04:00,2011-12-07 13:35:00,181,33.15
14133,28,605.64,21.63,2011-01-28 11:27:00,2011-08-02 11:34:00,186,4.52
14135,134,4690.31,35.0,2010-12-02 10:27:00,2011-12-08 11:38:00,371,10.84
14138,47,982.38,20.9,2011-10-07 09:38:00,2011-12-08 12:44:00,62,22.74
14139,26,415.82,15.99,2011-10-24 13:34:00,2011-10-24 13:34:00,1,780.0
14140,66,935.05,14.17,2011-11-08 11:20:00,2011-12-06 09:05:00,27,73.33
14141,40,915.13,22.88,2011-08-26 14:40:00,2011-12-07 09:53:00,102,11.76
14142,22,311.81,14.17,2010-12-01 16:33:00,2010-12-01 16:33:00,1,660.0
14143,7,115.8,16.54,2011-07-29 09:48:00,2011-07-29 09:48:00,1,210.0
14145,11,3742.2,340.2,2011-05-06 13:01:00,2011-10-24 12:10:00,170,1.94
14146,210,4191.0,19.96,2010-12-17 15:52:00,2011-12-01 10:18:00,348,18.1
14147,5,483.4,96.68,2011-02-27 11:42:00,2011-09-22 18:10:00,207,0.72
14148,3,157.2,52.4,2011-04-20 12:02:00,2011-04-20 12:02:00,1,90.0
14149,28,446.62,15.95,2011-05-03 09:44:00,2011-05-03 09:44:00,1,840.0
14150,26,658.64,25.33,2010-12-15 10:04:00,2011-11-04 10:05:00,324,2.41
14152,49,621.29,12.68,2011-04-19 15:46:00,2011-09-25 12:54:00,158,9.3
14154,52,1345.62,25.88,2011-04-14 15:58:00,2011-04-14 16:26:00,1,1560.0
14155,6,118.75,19.79,2011-03-18 14:13:00,2011-03-18 14:13:00,1,180.0
14156,1400,117379.63,83.84,2010-12-03 11:48:00,2011-11-30 10:54:00,361,116.34
14157,48,432.88,9.02,2011-02-27 13:04:00,2011-11-20 11:32:00,265,5.43
14158,41,507.66,12.38,2011-10-30 15:08:00,2011-10-30 15:08:00,1,1230.0
14159,1204,4693.01,3.9,2010-12-12 11:17:00,2011-11-20 12:36:00,343,105.31
14161,108,1110.52,10.28,2010-12-05 13:18:00,2011-05-08 11:41:00,153,21.18
14162,25,289.36,11.57,2011-02-20 12:32:00,2011-06-19 11:36:00,118,6.36
14163,52,2445.91,47.04,2011-04-14 17:33:00,2011-09-13 15:18:00,151,10.33
14164,29,1631.77,56.27,2011-09-20 12:18:00,2011-09-30 12:24:00,10,87.0
14165,25,122.54,4.9,2011-03-09 12:39:00,2011-03-09 12:39:00,1,750.0
14167,52,574.84,11.05,2011-01-12 15:44:00,2011-10-31 14:29:00,291,5.36
14171,58,363.79,6.27,2011-09-02 16:43:00,2011-09-02 16:43:00,1,1740.0
14173,29,450.84,15.55,2011-05-04 14:03:00,2011-11-29 11:54:00,208,4.18
14174,26,134.46,5.17,2011-11-06 13:17:00,2011-11-06 13:17:00,1,780.0
14175,149,3222.3,21.63,2011-01-14 12:22:00,2011-10-11 11:55:00,269,16.62
14176,31,576.9,18.61,2010-12-07 11:45:00,2011-02-15 13:12:00,70,13.29
14177,42,559.41,13.32,2011-06-13 11:10:00,2011-09-14 15:11:00,93,13.55
14178,327,1620.93,4.96,2011-06-10 12:51:00,2011-12-01 12:01:00,173,56.71
14179,165,719.78,4.36,2011-10-18 14:00:00,2011-10-30 12:07:00,11,450.0
14180,240,4748.52,19.79,2010-12-02 13:08:00,2011-11-29 10:56:00,361,19.94
14184,24,452.89,18.87,2011-10-04 12:43:00,2011-10-04 12:43:00,1,720.0
14185,3,197.65,65.88,2011-01-12 13:52:00,2011-01-12 13:52:00,1,90.0
14188,65,2054.36,31.61,2011-02-02 13:46:00,2011-11-09 12:45:00,279,6.99
14189,265,4654.08,17.56,2010-12-06 11:42:00,2011-12-07 15:55:00,366,21.72
14191,259,4684.76,18.09,2011-05-03 10:30:00,2011-12-08 09:23:00,218,35.64
14193,42,853.39,20.32,2011-03-15 11:38:00,2011-10-03 09:34:00,201,6.27
14194,579,11349.52,19.6,2011-02-04 14:51:00,2011-12-05 10:38:00,303,57.33
14195,7,1012.0,144.57,2011-04-01 16:50:00,2011-05-22 10:29:00,50,4.2
14196,6,335.52,55.92,2011-08-25 10:25:00,2011-08-25 10:25:00,1,180.0
14198,39,701.4,17.98,2011-04-14 14:54:00,2011-11-21 16:35:00,221,5.29
14199,2,185.4,92.7,2011-05-05 13:44:00,2011-05-05 13:44:00,1,60.0
14201,37,747.44,20.2,2010-12-15 13:25:00,2011-10-10 13:27:00,299,3.71
14204,44,161.03,3.66,2011-12-07 13:38:00,2011-12-07 13:38:00,1,1320.0
14205,24,466.7,19.45,2011-03-20 15:07:00,2011-11-23 10:55:00,247,2.91
14206,20,328.16,16.41,2011-04-14 16:38:00,2011-04-14 16:38:00,1,600.0
14208,10,151.74,15.17,2011-09-06 12:48:00,2011-09-06 12:48:00,1,300.0
14209,87,2073.43,23.83,2011-01-11 12:56:00,2011-11-29 10:18:00,321,8.13
14210,102,1905.84,18.68,2010-12-03 12:43:00,2011-08-26 12:36:00,265,11.55
14211,112,2241.1,20.01,2011-02-17 15:50:00,2011-10-17 13:23:00,241,13.94
14212,9,1070.48,118.94,2011-09-11 12:45:00,2011-09-11 12:45:00,1,270.0
14214,67,1004.38,14.99,2011-03-07 12:26:00,2011-11-09 10:31:00,246,8.17
14215,108,1789.72,16.57,2010-12-06 15:34:00,2011-11-28 12:19:00,356,9.1
14216,59,1839.3,31.17,2011-11-02 10:51:00,2011-12-06 14:56:00,34,52.06
14217,100,2004.98,20.05,2010-12-08 13:28:00,2011-12-08 11:53:00,364,8.24
14218,12,169.48,14.12,2011-10-28 10:00:00,2011-10-28 10:00:00,1,360.0
14219,7,89.94,12.85,2011-12-05 16:23:00,2011-12-05 16:23:00,1,210.0
14220,21,632.4,30.11,2010-12-16 18:18:00,2011-04-06 13:23:00,110,5.73
14221,193,3432.8,17.79,2011-01-04 15:33:00,2011-10-28 13:42:00,296,19.56
14222,41,683.17,16.66,2011-06-15 16:42:00,2011-06-15 16:42:00,1,1230.0
14223,60,991.13,16.52,2011-03-20 16:02:00,2011-09-08 13:38:00,171,10.53
14224,118,1050.12,8.9,2011-01-23 13:58:00,2011-08-21 13:24:00,209,16.94
14226,67,2232.19,33.32,2011-03-15 15:36:00,2011-11-11 11:34:00,240,8.38
14227,175,3350.96,19.15,2011-02-28 12:27:00,2011-11-13 15:48:00,258,20.35
14229,40,1547.2,38.68,2011-01-10 12:03:00,2011-10-19 10:04:00,281,4.27
14231,50,925.71,18.51,2011-02-24 11:55:00,2011-06-09 11:05:00,104,14.42
14232,115,2048.07,17.81,2011-03-20 12:44:00,2011-10-28 11:09:00,221,15.61
14233,35,1462.72,41.79,2011-01-26 12:43:00,2011-10-21 15:54:00,268,3.92
14234,159,775.46,4.88,2011-10-13 13:58:00,2011-11-17 17:53:00,35,136.29
14235,79,3144.86,39.81,2011-03-24 13:23:00,2011-09-25 14:37:00,185,12.81
14236,15,490.86,32.72,2010-12-02 18:49:00,2011-09-20 09:13:00,291,1.55
14237,9,161.0,17.89,2010-12-01 13:20:00,2010-12-01 13:20:00,1,270.0
14238,8,146.85,18.36,2011-01-17 14:40:00,2011-01-17 14:40:00,1,240.0
14239,112,2380.85,21.26,2011-01-27 14:45:00,2011-10-27 14:40:00,272,12.35
14240,42,890.34,21.2,2011-04-28 11:40:00,2011-11-09 13:45:00,195,6.46
14241,10,213.7,21.37,2011-06-09 11:46:00,2011-06-09 11:46:00,1,300.0
14242,16,280.55,17.53,2011-01-18 08:53:00,2011-04-19 11:46:00,91,5.27
14243,141,2588.77,18.36,2010-12-09 08:34:00,2011-12-01 11:12:00,357,11.85
14245,108,1693.45,15.68,2011-03-21 10:41:00,2011-05-04 08:40:00,43,75.35
14246,75,1474.06,19.65,2011-04-08 08:25:00,2011-08-21 11:50:00,135,16.67
14247,20,136.77,6.84,2011-03-06 15:21:00,2011-03-06 15:21:00,1,600.0
14248,8,302.58,37.82,2011-01-25 14:45:00,2011-01-25 14:45:00,1,240.0
14250,111,1904.05,17.15,2011-09-11 13:44:00,2011-12-02 14:30:00,82,40.61
14251,78,2879.7,36.92,2011-10-13 12:46:00,2011-12-08 08:32:00,55,42.55
14256,53,969.06,18.28,2010-12-10 11:44:00,2011-03-24 13:17:00,104,15.29
14257,106,3099.72,29.24,2011-01-25 10:49:00,2011-10-06 16:54:00,254,12.52
14258,111,12669.98,114.14,2011-01-06 12:18:00,2011-11-30 15:27:00,328,10.15
14259,5,120.0,24.0,2011-07-21 10:44:00,2011-07-21 10:44:00,1,150.0
14261,52,1163.45,22.37,2011-09-22 10:47:00,2011-10-20 10:04:00,27,57.78
14262,143,2618.23,18.31,2011-04-13 12:23:00,2011-12-01 14:17:00,232,18.49
14264,17,333.97,19.65,2011-04-08 12:20:00,2011-07-08 10:20:00,90,5.67
14265,31,530.18,17.1,2011-07-14 09:10:00,2011-08-22 13:32:00,39,23.85
14267,55,1516.24,27.57,2011-03-24 11:38:00,2011-06-30 10:09:00,97,17.01
14270,29,492.65,16.99,2011-01-12 09:33:00,2011-01-12 09:33:00,1,870.0
14271,10,112.32,11.23,2011-04-28 12:47:00,2011-04-28 12:47:00,1,300.0
14272,33,437.96,13.27,2011-03-30 13:57:00,2011-09-27 10:08:00,180,5.5
14273,29,559.97,19.31,2011-04-11 13:24:00,2011-10-19 13:20:00,190,4.58
14276,64,1119.74,17.5,2011-02-23 09:38:00,2011-09-02 09:45:00,191,10.05
14277,225,4216.2,18.74,2011-05-11 13:20:00,2011-11-24 15:01:00,197,34.26
14280,8,134.04,16.76,2011-05-27 10:37:00,2011-05-27 10:37:00,1,240.0
14282,156,3729.34,23.91,2010-12-07 12:21:00,2011-12-06 17:04:00,364,12.86
14284,32,595.25,18.6,2011-09-14 13:04:00,2011-11-09 08:11:00,55,17.45
14285,27,1910.01,70.74,2011-06-16 12:36:00,2011-11-18 14:50:00,155,5.23
14286,280,4628.75,16.53,2011-04-11 08:16:00,2011-11-16 10:34:00,219,38.36
14287,9,176.63,19.63,2011-05-25 11:41:00,2011-12-01 13:25:00,190,1.42
14288,16,426.6,26.66,2011-05-10 13:22:00,2011-05-10 13:22:00,1,480.0
14289,47,911.26,19.39,2011-02-23 12:33:00,2011-12-01 11:44:00,280,5.04
14290,101,2314.65,22.92,2010-12-13 10:24:00,2011-11-28 14:02:00,350,8.66
14291,237,3883.25,16.39,2011-03-09 15:20:00,2011-12-08 10:26:00,273,26.04
14292,100,4871.93,48.72,2011-03-02 08:26:00,2011-12-02 11:50:00,275,10.91
14293,61,1046.56,17.16,2010-12-06 10:18:00,2011-12-06 15:17:00,365,5.01
14295,5,166.2,33.24,2011-10-30 15:50:00,2011-10-30 15:50:00,1,150.0
14297,62,1305.33,21.05,2011-03-10 08:31:00,2011-11-22 09:06:00,257,7.24
14298,1637,51527.3,31.48,2010-12-14 12:59:00,2011-12-01 13:12:00,352,139.52
14299,143,3965.62,27.73,2010-12-09 10:30:00,2011-12-01 16:05:00,357,12.02
14300,3,43.2,14.4,2011-11-21 08:57:00,2011-11-21 08:57:00,1,90.0
14301,13,640.14,49.24,2011-08-14 15:33:00,2011-08-14 15:33:00,1,390.0
14304,17,383.45,22.56,2011-05-01 11:50:00,2011-05-01 11:50:00,1,510.0
14305,105,1858.96,17.7,2011-07-27 14:14:00,2011-09-29 15:29:00,64,49.22
14306,33,2093.32,63.43,2011-09-15 10:31:00,2011-10-19 13:23:00,34,29.12
14307,180,2995.72,16.64,2010-12-01 11:41:00,2011-09-12 09:38:00,284,19.01
14309,117,2352.53,20.11,2010-12-16 13:05:00,2011-12-01 13:33:00,350,10.03
14311,20,310.26,15.51,2011-04-11 10:14:00,2011-04-11 10:14:00,1,600.0
14312,87,1611.59,18.52,2011-01-06 16:35:00,2011-10-24 09:46:00,290,9.0
14314,8,120.0,15.0,2011-08-25 10:39:00,2011-08-25 10:39:00,1,240.0
14315,101,2481.13,24.57,2011-03-18 12:59:00,2011-10-26 12:06:00,221,13.71
14317,24,508.58,21.19,2011-10-06 10:44:00,2011-10-06 10:44:00,1,720.0
14320,31,477.79,15.41,2011-01-11 09:12:00,2011-05-17 09:24:00,126,7.38
14321,123,1530.75,12.45,2011-01-10 11:35:00,2011-11-29 09:47:00,322,11.46
14323,36,605.06,16.81,2011-04-15 11:44:00,2011-08-17 11:37:00,123,8.78
14326,8,183.85,22.98,2011-04-11 15:04:00,2011-04-11 15:04:00,1,240.0
14327,12,311.65,25.97,2011-06-29 13:58:00,2011-06-29 13:58:00,1,360.0
