CustomerID,order_count,total_spend,avg_order_value,first_purchase,last_purchase,customer_lifespan,purchase_frequency,Segment,total_spend_mean,total_spend_count,purchase_frequency_mean,customer_lifespan_mean,Segment_Label
13477,79,1454.58,18.41,2011-02-21 12:29:00,2011-11-02 12:04:00,253,9.37,0,3180.78,1865,16.36,267.89,High Value Irregular
13479,15,300.95,20.06,2011-04-19 11:27:00,2011-05-23 10:45:00,33,13.64,1,610.78,2179,273.52,29.71,Low Value Irregular
13481,109,1804.56,16.56,2011-03-28 09:07:00,2011-10-25 09:07:00,211,15.5,0,3180.78,1865,16.36,267.89,High Value Irregular
13482,11,184.64,16.79,2011-04-21 17:03:00,2011-04-21 17:03:00,1,330.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13483,10,140.34,14.03,2011-10-05 11:53:00,2011-10-05 11:53:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13484,8,313.8,39.22,2011-04-12 16:30:00,2011-04-12 16:30:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13485,23,454.24,19.75,2011-04-20 13:58:00,2011-04-20 13:58:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13486,69,1122.41,16.27,2011-07-07 17:19:00,2011-09-22 13:13:00,76,27.24,1,610.78,2179,273.52,29.71,Low Value Irregular
13487,34,575.4,16.92,2010-12-21 14:54:00,2011-10-13 12:07:00,295,3.46,0,3180.78,1865,16.36,267.89,High Value Irregular
13488,422,8968.31,21.25,2010-12-07 13:01:00,2011-11-22 14:41:00,350,36.17,0,3180.78,1865,16.36,267.89,High Value Irregular
13489,14,449.52,32.11,2011-02-18 10:42:00,2011-08-26 13:16:00,189,2.22,0,3180.78,1865,16.36,267.89,High Value Irregular
13491,86,1215.82,14.14,2010-12-02 14:30:00,2011-10-19 08:32:00,320,8.06,0,3180.78,1865,16.36,267.89,High Value Irregular
13492,50,1269.84,25.4,2011-05-09 10:06:00,2011-07-26 14:25:00,78,19.23,1,610.78,2179,273.52,29.71,Low Value Irregular
13493,8,618.63,77.33,2011-02-25 16:42:00,2011-03-09 15:35:00,11,21.82,1,610.78,2179,273.52,29.71,Low Value Irregular
13494,18,316.26,17.57,2011-02-01 11:58:00,2011-02-01 11:58:00,1,540.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13495,48,2044.87,42.6,2010-12-06 15:14:00,2011-12-02 11:21:00,360,4.0,0,3180.78,1865,16.36,267.89,High Value Irregular
13496,35,653.33,18.67,2010-12-15 10:17:00,2011-11-29 10:58:00,349,3.01,0,3180.78,1865,16.36,267.89,High Value Irregular
13497,19,348.05,18.32,2010-12-06 11:37:00,2011-03-02 09:04:00,85,6.71,1,610.78,2179,273.52,29.71,Low Value Irregular
13499,42,1159.11,27.6,2011-03-15 08:52:00,2011-11-22 11:21:00,252,5.0,0,3180.78,1865,16.36,267.89,High Value Irregular
13500,65,1166.77,17.95,2011-08-09 12:20:00,2011-11-16 15:35:00,99,19.7,1,610.78,2179,273.52,29.71,Low Value Irregular
13501,52,1340.32,25.78,2011-02-24 18:59:00,2011-02-24 18:59:00,1,1560.0,2,938.09,286,1936.3,1.37,Low Value Regular
13502,18,292.0,16.22,2011-01-20 09:03:00,2011-11-23 10:39:00,307,1.76,0,3180.78,1865,16.36,267.89,High Value Irregular
13503,17,216.85,12.76,2011-09-29 13:23:00,2011-09-29 13:23:00,1,510.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13504,22,295.93,13.45,2011-10-06 13:20:00,2011-10-06 13:20:00,1,660.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13505,215,4393.63,20.44,2011-04-21 12:07:00,2011-09-28 11:56:00,159,40.57,0,3180.78,1865,16.36,267.89,High Value Irregular
13506,26,458.52,17.64,2010-12-05 12:15:00,2011-01-27 13:53:00,53,14.72,1,610.78,2179,273.52,29.71,Low Value Irregular
13507,162,2479.16,15.3,2011-07-17 11:50:00,2011-12-06 13:13:00,142,34.23,0,3180.78,1865,16.36,267.89,High Value Irregular
13508,12,110.97,9.25,2011-04-10 11:58:00,2011-04-10 11:58:00,1,360.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13509,44,979.72,22.27,2011-02-28 13:27:00,2011-12-01 10:10:00,275,4.8,0,3180.78,1865,16.36,267.89,High Value Irregular
13510,115,1791.56,15.58,2011-06-09 09:32:00,2011-12-08 13:46:00,182,18.96,0,3180.78,1865,16.36,267.89,High Value Irregular
13512,15,251.21,16.75,2011-03-24 10:03:00,2011-03-24 10:03:00,1,450.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13513,10,205.1,20.51,2011-08-05 11:50:00,2011-08-05 11:50:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13514,4,152.2,38.05,2011-09-27 09:39:00,2011-09-27 09:39:00,1,120.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13515,59,891.12,15.1,2011-04-06 10:33:00,2011-09-28 11:26:00,175,10.11,0,3180.78,1865,16.36,267.89,High Value Irregular
13516,44,1389.41,31.58,2011-04-15 11:06:00,2011-11-18 13:15:00,217,6.08,0,3180.78,1865,16.36,267.89,High Value Irregular
13517,141,2128.42,15.1,2011-06-13 08:44:00,2011-10-11 11:43:00,120,35.25,1,610.78,2179,273.52,29.71,Low Value Irregular
13518,38,659.44,17.35,2011-09-15 10:29:00,2011-09-15 10:29:00,1,1140.0,2,938.09,286,1936.3,1.37,Low Value Regular
13519,8,122.75,15.34,2011-09-22 18:24:00,2011-09-22 18:24:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13520,93,3624.35,38.97,2010-12-03 10:36:00,2011-10-12 10:20:00,312,8.94,0,3180.78,1865,16.36,267.89,High Value Irregular
13521,436,1093.65,2.51,2011-11-29 15:09:00,2011-12-08 13:50:00,8,1635.0,2,938.09,286,1936.3,1.37,Low Value Regular
13522,5,125.8,25.16,2011-11-09 15:11:00,2011-11-09 15:11:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13523,172,3964.88,23.05,2010-12-08 14:22:00,2011-11-06 15:11:00,333,15.5,0,3180.78,1865,16.36,267.89,High Value Irregular
13524,27,680.18,25.19,2011-05-04 12:26:00,2011-10-30 12:34:00,179,4.53,0,3180.78,1865,16.36,267.89,High Value Irregular
13525,6,628.78,104.8,2011-04-05 15:36:00,2011-11-25 12:01:00,233,0.77,0,3180.78,1865,16.36,267.89,High Value Irregular
13527,223,2287.51,10.26,2011-01-17 11:17:00,2011-11-06 12:04:00,293,22.83,0,3180.78,1865,16.36,267.89,High Value Irregular
13529,15,307.76,20.52,2011-05-19 11:50:00,2011-09-22 09:15:00,125,3.6,1,610.78,2179,273.52,29.71,Low Value Irregular
13531,22,483.8,21.99,2010-12-08 15:03:00,2011-05-18 16:56:00,161,4.1,0,3180.78,1865,16.36,267.89,High Value Irregular
13532,66,210.31,3.19,2011-11-06 12:25:00,2011-11-06 12:25:00,1,1980.0,2,938.09,286,1936.3,1.37,Low Value Regular
13533,76,270.79,3.56,2011-03-17 12:47:00,2011-06-10 11:54:00,84,27.14,1,610.78,2179,273.52,29.71,Low Value Irregular
13534,296,5870.08,19.83,2010-12-16 15:23:00,2011-12-07 14:52:00,355,25.01,0,3180.78,1865,16.36,267.89,High Value Irregular
13536,179,3448.29,19.26,2011-09-25 13:30:00,2011-12-08 16:38:00,74,72.57,1,610.78,2179,273.52,29.71,Low Value Irregular
13538,25,1280.85,51.23,2011-01-28 10:40:00,2011-10-27 16:34:00,272,2.76,0,3180.78,1865,16.36,267.89,High Value Irregular
13539,37,631.34,17.06,2011-02-03 15:23:00,2011-09-15 10:18:00,223,4.98,0,3180.78,1865,16.36,267.89,High Value Irregular
13544,87,291.41,3.35,2011-04-13 12:09:00,2011-10-31 11:57:00,200,13.05,0,3180.78,1865,16.36,267.89,High Value Irregular
13546,98,626.99,6.4,2011-05-23 12:14:00,2011-11-27 14:50:00,188,15.64,0,3180.78,1865,16.36,267.89,High Value Irregular
13548,124,682.41,5.5,2011-04-10 11:35:00,2011-09-04 14:50:00,147,25.31,0,3180.78,1865,16.36,267.89,High Value Irregular
13549,51,918.2,18.0,2011-04-11 13:42:00,2011-11-14 09:20:00,216,7.08,0,3180.78,1865,16.36,267.89,High Value Irregular
13551,4,91.8,22.95,2011-01-24 14:46:00,2011-01-24 14:46:00,1,120.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13552,109,3740.07,34.31,2011-01-28 10:10:00,2011-10-04 15:19:00,249,13.13,0,3180.78,1865,16.36,267.89,High Value Irregular
13555,136,4149.28,30.51,2011-05-22 11:06:00,2011-09-27 12:36:00,128,31.88,1,610.78,2179,273.52,29.71,Low Value Irregular
13557,34,584.06,17.18,2011-03-04 12:14:00,2011-11-11 15:24:00,252,4.05,0,3180.78,1865,16.36,267.89,High Value Irregular
13558,175,605.06,3.46,2011-10-02 13:01:00,2011-12-04 11:24:00,62,84.68,1,610.78,2179,273.52,29.71,Low Value Irregular
13560,33,174.37,5.28,2011-12-02 13:11:00,2011-12-02 13:11:00,1,990.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13561,14,141.86,10.13,2011-05-08 12:39:00,2011-05-08 12:39:00,1,420.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13562,82,1799.33,21.94,2011-04-08 12:42:00,2011-09-19 10:51:00,163,15.09,0,3180.78,1865,16.36,267.89,High Value Irregular
13563,49,777.53,15.87,2011-07-22 17:21:00,2011-09-16 14:45:00,55,26.73,1,610.78,2179,273.52,29.71,Low Value Irregular
13564,83,1749.02,21.07,2010-12-06 17:26:00,2011-07-18 14:33:00,223,11.17,0,3180.78,1865,16.36,267.89,High Value Irregular
13565,38,240.22,6.32,2011-01-09 14:28:00,2011-11-20 14:33:00,315,3.62,0,3180.78,1865,16.36,267.89,High Value Irregular
13566,176,874.71,4.97,2011-09-18 12:40:00,2011-10-30 11:59:00,41,128.78,1,610.78,2179,273.52,29.71,Low Value Irregular
13568,44,192.85,4.38,2011-06-19 14:42:00,2011-06-19 14:42:00,1,1320.0,2,938.09,286,1936.3,1.37,Low Value Regular
13569,85,373.75,4.4,2010-12-07 12:29:00,2011-11-22 13:07:00,350,7.29,0,3180.78,1865,16.36,267.89,High Value Irregular
13570,27,239.49,8.87,2011-04-10 13:36:00,2011-04-10 13:36:00,1,810.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13571,341,2092.32,6.14,2011-03-31 12:43:00,2011-11-27 10:47:00,240,42.62,0,3180.78,1865,16.36,267.89,High Value Irregular
13572,33,1384.25,41.95,2011-05-18 11:59:00,2011-05-18 11:59:00,1,990.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13573,26,294.4,11.32,2011-03-31 14:47:00,2011-10-20 14:33:00,202,3.86,0,3180.78,1865,16.36,267.89,High Value Irregular
13575,46,732.07,15.91,2011-06-16 14:24:00,2011-11-16 13:14:00,152,9.08,0,3180.78,1865,16.36,267.89,High Value Irregular
13576,126,6717.34,53.31,2010-12-01 17:24:00,2011-11-29 15:34:00,362,10.44,0,3180.78,1865,16.36,267.89,High Value Irregular
13577,83,1687.6,20.33,2011-04-12 10:33:00,2011-11-14 15:19:00,216,11.53,0,3180.78,1865,16.36,267.89,High Value Irregular
13579,23,467.04,20.31,2010-12-05 16:10:00,2011-11-25 08:41:00,354,1.95,0,3180.78,1865,16.36,267.89,High Value Irregular
13581,10,118.0,11.8,2011-02-03 14:41:00,2011-02-03 14:41:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13583,53,781.03,14.74,2011-07-07 10:40:00,2011-07-07 10:40:00,1,1590.0,2,938.09,286,1936.3,1.37,Low Value Regular
13584,24,142.4,5.93,2011-02-06 12:49:00,2011-02-06 12:49:00,1,720.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13587,8,712.4,89.05,2011-10-07 12:31:00,2011-10-07 12:31:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13588,174,2478.95,14.25,2011-03-29 15:53:00,2011-11-24 10:42:00,239,21.84,0,3180.78,1865,16.36,267.89,High Value Irregular
13589,21,379.65,18.08,2011-06-13 12:44:00,2011-11-25 12:10:00,164,3.84,0,3180.78,1865,16.36,267.89,High Value Irregular
13590,87,1981.92,22.78,2011-02-09 13:25:00,2011-11-28 12:54:00,291,8.97,0,3180.78,1865,16.36,267.89,High Value Irregular
13591,58,1117.13,19.26,2011-03-18 12:18:00,2011-10-06 12:26:00,202,8.61,0,3180.78,1865,16.36,267.89,High Value Irregular
13592,16,247.96,15.5,2011-03-20 14:01:00,2011-11-04 09:49:00,228,2.11,0,3180.78,1865,16.36,267.89,High Value Irregular
13593,128,2037.08,15.91,2011-01-07 16:32:00,2011-08-23 13:35:00,227,16.92,0,3180.78,1865,16.36,267.89,High Value Irregular
13594,26,396.97,15.27,2011-10-18 10:19:00,2011-10-18 10:19:00,1,780.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13596,166,697.04,4.2,2011-11-27 11:57:00,2011-12-04 12:01:00,7,711.43,1,610.78,2179,273.52,29.71,Low Value Irregular
13598,40,180.17,4.5,2011-10-23 14:28:00,2011-10-23 14:28:00,1,1200.0,2,938.09,286,1936.3,1.37,Low Value Regular
13599,247,5153.67,20.87,2010-12-08 10:11:00,2011-12-08 16:10:00,365,20.3,0,3180.78,1865,16.36,267.89,High Value Irregular
13600,19,219.52,11.55,2011-01-31 15:27:00,2011-01-31 15:27:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13601,99,693.32,7.0,2011-05-12 16:52:00,2011-10-25 17:31:00,166,17.89,0,3180.78,1865,16.36,267.89,High Value Irregular
13602,23,428.89,18.65,2011-10-06 11:47:00,2011-10-06 11:47:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13603,27,164.34,6.09,2011-11-13 15:57:00,2011-11-13 15:57:00,1,810.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13606,43,280.54,6.52,2011-02-01 11:42:00,2011-11-10 17:46:00,282,4.57,0,3180.78,1865,16.36,267.89,High Value Irregular
13607,98,678.01,6.92,2011-10-30 16:17:00,2011-10-30 16:17:00,1,2940.0,2,938.09,286,1936.3,1.37,Low Value Regular
13610,226,1131.88,5.01,2011-02-27 14:44:00,2011-11-27 15:38:00,273,24.84,0,3180.78,1865,16.36,267.89,High Value Irregular
13611,74,1171.8,15.84,2010-12-15 10:31:00,2011-09-11 14:51:00,270,8.22,0,3180.78,1865,16.36,267.89,High Value Irregular
13614,201,1610.46,8.01,2011-01-13 12:37:00,2011-11-15 14:47:00,306,19.71,0,3180.78,1865,16.36,267.89,High Value Irregular
13615,23,417.69,18.16,2011-01-25 08:21:00,2011-01-25 08:21:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13617,44,544.18,12.37,2011-06-12 12:55:00,2011-10-30 13:50:00,140,9.43,1,610.78,2179,273.52,29.71,Low Value Irregular
13618,13,177.34,13.64,2011-06-19 11:09:00,2011-06-19 11:09:00,1,390.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13621,19,213.85,11.26,2011-08-15 08:26:00,2011-08-15 08:26:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13623,81,747.78,9.23,2011-02-15 13:08:00,2011-11-09 12:00:00,266,9.14,0,3180.78,1865,16.36,267.89,High Value Irregular
13626,19,257.23,13.54,2011-04-01 10:05:00,2011-04-01 10:05:00,1,570.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13627,92,1638.47,17.81,2010-12-17 09:52:00,2011-10-11 14:20:00,298,9.26,0,3180.78,1865,16.36,267.89,High Value Irregular
13629,59,7792.36,132.07,2011-01-05 12:09:00,2011-11-16 13:21:00,315,5.62,0,3180.78,1865,16.36,267.89,High Value Irregular
13630,71,2031.78,28.62,2011-02-27 12:49:00,2011-12-04 15:16:00,280,7.61,0,3180.78,1865,16.36,267.89,High Value Irregular
13631,11,3070.42,279.13,2011-03-17 17:13:00,2011-09-01 09:57:00,167,1.98,0,3180.78,1865,16.36,267.89,High Value Irregular
13632,146,2121.27,14.53,2011-04-10 15:07:00,2011-11-15 10:51:00,218,20.09,0,3180.78,1865,16.36,267.89,High Value Irregular
13634,188,1575.16,8.38,2011-01-16 15:30:00,2011-11-06 13:40:00,293,19.25,0,3180.78,1865,16.36,267.89,High Value Irregular
13635,62,1071.03,17.27,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1860.0,2,938.09,286,1936.3,1.37,Low Value Regular
13636,63,949.12,15.07,2011-02-27 14:29:00,2011-11-03 10:30:00,248,7.62,0,3180.78,1865,16.36,267.89,High Value Irregular
13637,101,810.5,8.02,2011-04-27 13:06:00,2011-10-18 13:32:00,174,17.41,0,3180.78,1865,16.36,267.89,High Value Irregular
13638,8,122.64,15.33,2011-11-24 10:38:00,2011-11-24 10:38:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13639,40,1033.34,25.83,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1200.0,2,938.09,286,1936.3,1.37,Low Value Regular
13642,66,354.8,5.38,2011-05-08 12:34:00,2011-05-08 12:34:00,1,1980.0,2,938.09,286,1936.3,1.37,Low Value Regular
13643,28,519.44,18.55,2011-06-07 11:40:00,2011-11-08 15:37:00,154,5.45,0,3180.78,1865,16.36,267.89,High Value Irregular
13644,146,2624.26,17.97,2011-08-26 11:53:00,2011-11-23 14:07:00,89,49.21,1,610.78,2179,273.52,29.71,Low Value Irregular
13645,5,252.1,50.42,2011-08-11 16:11:00,2011-08-11 16:11:00,1,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13647,79,1678.12,21.24,2011-04-19 09:49:00,2011-11-30 12:00:00,225,10.53,0,3180.78,1865,16.36,267.89,High Value Irregular
13649,23,346.6,15.07,2010-12-08 14:46:00,2011-03-28 11:51:00,109,6.33,1,610.78,2179,273.52,29.71,Low Value Irregular
13650,96,1836.34,19.13,2011-03-17 12:37:00,2011-11-23 12:22:00,250,11.52,0,3180.78,1865,16.36,267.89,High Value Irregular
13651,6,94.2,15.7,2011-10-31 12:11:00,2011-11-04 14:59:00,4,45.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13652,63,1095.08,17.38,2010-12-06 09:21:00,2011-10-25 08:51:00,322,5.87,0,3180.78,1865,16.36,267.89,High Value Irregular
13654,166,2707.33,16.31,2011-03-11 12:54:00,2011-10-27 16:24:00,230,21.65,0,3180.78,1865,16.36,267.89,High Value Irregular
13655,56,932.97,16.66,2011-04-12 09:53:00,2011-08-17 14:25:00,127,13.23,1,610.78,2179,273.52,29.71,Low Value Irregular
13656,49,379.65,7.75,2011-01-06 15:42:00,2011-06-28 10:31:00,172,8.55,0,3180.78,1865,16.36,267.89,High Value Irregular
13657,16,382.14,23.88,2011-05-22 12:35:00,2011-11-29 12:32:00,190,2.53,0,3180.78,1865,16.36,267.89,High Value Irregular
13658,108,2639.17,24.44,2011-05-19 17:15:00,2011-11-30 10:13:00,194,16.7,0,3180.78,1865,16.36,267.89,High Value Irregular
13659,104,1573.2,15.13,2011-01-23 12:08:00,2011-05-18 12:37:00,115,27.13,1,610.78,2179,273.52,29.71,Low Value Irregular
13662,53,897.76,16.94,2011-03-25 13:23:00,2011-09-15 12:04:00,173,9.19,0,3180.78,1865,16.36,267.89,High Value Irregular
13663,13,189.47,14.57,2011-06-13 15:44:00,2011-06-13 15:44:00,1,390.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13666,12,84.65,7.05,2011-02-25 13:05:00,2011-10-10 15:39:00,227,1.59,0,3180.78,1865,16.36,267.89,High Value Irregular
13667,87,305.02,3.51,2011-07-13 15:42:00,2011-07-13 15:42:00,1,2610.0,2,938.09,286,1936.3,1.37,Low Value Regular
13668,470,6363.59,13.54,2010-12-12 12:35:00,2011-12-07 12:11:00,359,39.28,0,3180.78,1865,16.36,267.89,High Value Irregular
13669,9,218.55,24.28,2011-07-13 11:44:00,2011-10-20 09:32:00,98,2.76,1,610.78,2179,273.52,29.71,Low Value Irregular
13670,25,349.7,13.99,2011-09-25 15:25:00,2011-09-25 15:25:00,1,750.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13672,6,186.39,31.06,2011-01-11 13:54:00,2011-02-11 13:53:00,30,6.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13673,65,396.92,6.11,2011-11-07 15:40:00,2011-11-21 12:11:00,13,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13675,25,486.82,19.47,2011-02-28 12:14:00,2011-07-11 12:57:00,133,5.64,1,610.78,2179,273.52,29.71,Low Value Irregular
13678,16,232.6,14.54,2011-07-11 10:14:00,2011-07-11 10:14:00,1,480.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13680,195,3722.42,19.09,2011-01-04 14:12:00,2011-12-08 13:47:00,337,17.36,0,3180.78,1865,16.36,267.89,High Value Irregular
13681,57,827.83,14.52,2011-07-07 15:21:00,2011-11-22 11:13:00,137,12.48,1,610.78,2179,273.52,29.71,Low Value Irregular
13682,3,59.5,19.83,2011-06-05 14:06:00,2011-06-05 14:06:00,1,90.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13684,30,67.23,2.24,2011-02-27 10:13:00,2011-02-27 10:13:00,1,900.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13685,39,3119.44,79.99,2011-10-10 12:59:00,2011-12-07 11:41:00,57,20.53,1,610.78,2179,273.52,29.71,Low Value Irregular
13686,8,72.0,9.0,2011-06-10 09:10:00,2011-06-10 09:10:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13689,6,910.0,151.67,2011-10-07 13:21:00,2011-10-07 13:21:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13690,9,172.25,19.14,2011-10-11 15:03:00,2011-10-11 15:03:00,1,270.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13692,53,1488.32,28.08,2011-04-17 12:57:00,2011-11-15 11:17:00,211,7.54,0,3180.78,1865,16.36,267.89,High Value Irregular
13694,568,65039.62,114.51,2010-12-01 12:12:00,2011-12-06 09:32:00,369,46.18,0,3180.78,1865,16.36,267.89,High Value Irregular
13695,90,2504.13,27.82,2011-03-25 11:31:00,2011-11-08 14:26:00,228,11.84,0,3180.78,1865,16.36,267.89,High Value Irregular
13697,12,151.3,12.61,2011-11-01 09:14:00,2011-11-01 09:14:00,1,360.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13699,14,308.58,22.04,2011-07-07 16:51:00,2011-07-07 16:51:00,1,420.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13700,197,2265.12,11.5,2011-01-16 13:18:00,2011-11-13 13:00:00,300,19.7,0,3180.78,1865,16.36,267.89,High Value Irregular
13703,1,99.5,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,1,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13704,134,2308.06,17.22,2011-09-12 14:40:00,2011-12-04 15:13:00,83,48.43,1,610.78,2179,273.52,29.71,Low Value Irregular
13705,28,711.86,25.42,2010-12-01 10:29:00,2011-12-02 12:32:00,366,2.3,0,3180.78,1865,16.36,267.89,High Value Irregular
13706,20,330.79,16.54,2011-02-10 09:21:00,2011-02-10 09:21:00,1,600.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13707,48,806.41,16.8,2011-01-28 13:27:00,2011-03-17 18:03:00,48,30.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13708,51,296.88,5.82,2011-03-13 13:46:00,2011-03-13 13:46:00,1,1530.0,2,938.09,286,1936.3,1.37,Low Value Regular
13709,336,6328.05,18.83,2011-01-28 14:57:00,2011-12-06 10:28:00,311,32.41,0,3180.78,1865,16.36,267.89,High Value Irregular
13710,8,180.48,22.56,2011-11-08 08:16:00,2011-11-08 08:16:00,1,240.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13711,13,252.06,19.39,2011-05-05 10:29:00,2011-05-05 10:31:00,1,390.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13712,10,228.84,22.88,2011-04-07 12:33:00,2011-04-07 12:33:00,1,300.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13715,105,1079.34,10.28,2010-12-02 08:52:00,2011-03-03 19:21:00,91,34.62,1,610.78,2179,273.52,29.71,Low Value Irregular
13716,21,138.28,6.58,2011-03-15 13:49:00,2011-03-15 13:49:00,1,630.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13717,102,1445.01,14.17,2011-02-14 13:21:00,2011-11-07 14:13:00,266,11.5,0,3180.78,1865,16.36,267.89,High Value Irregular
13718,12,306.55,25.55,2011-02-17 11:58:00,2011-04-07 13:24:00,49,7.35,1,610.78,2179,273.52,29.71,Low Value Irregular
13719,60,1041.68,17.36,2011-04-19 13:56:00,2011-11-24 15:26:00,219,8.22,0,3180.78,1865,16.36,267.89,High Value Irregular
13720,43,799.9,18.6,2011-03-30 09:17:00,2011-08-15 12:46:00,138,9.35,1,610.78,2179,273.52,29.71,Low Value Irregular
13721,28,524.14,18.72,2011-11-03 14:05:00,2011-11-03 14:05:00,1,840.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13722,85,2375.41,27.95,2011-03-02 11:43:00,2011-07-31 12:44:00,151,16.89,0,3180.78,1865,16.36,267.89,High Value Irregular
13723,6,199.85,33.31,2011-05-06 17:04:00,2011-05-06 17:04:00,1,180.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13725,104,1980.56,19.04,2011-02-04 12:18:00,2011-10-21 10:03:00,258,12.09,0,3180.78,1865,16.36,267.89,High Value Irregular
13726,42,1079.66,25.71,2011-08-31 11:06:00,2011-11-01 10:49:00,61,20.66,1,610.78,2179,273.52,29.71,Low Value Irregular
13727,20,333.48,16.67,2011-11-06 12:16:00,2011-11-11 09:46:00,4,150.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13728,63,1016.14,16.13,2011-02-02 12:09:00,2011-11-03 10:49:00,273,6.92,0,3180.78,1865,16.36,267.89,High Value Irregular
13730,43,752.6,17.5,2011-07-01 12:47:00,2011-07-27 08:35:00,25,51.6,1,610.78,2179,273.52,29.71,Low Value Irregular
13731,38,610.59,16.07,2011-04-07 10:10:00,2011-05-04 14:33:00,27,42.22,1,610.78,2179,273.52,29.71,Low Value Irregular
13732,33,491.86,14.9,2011-11-11 15:49:00,2011-11-11 15:49:00,1,990.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13735,196,2885.24,14.72,2011-04-19 13:49:00,2011-11-15 11:14:00,209,28.13,0,3180.78,1865,16.36,267.89,High Value Irregular
13736,191,731.9,3.83,2011-03-24 13:04:00,2011-12-04 15:19:00,255,22.47,0,3180.78,1865,16.36,267.89,High Value Irregular
13737,30,339.6,11.32,2011-05-23 16:32:00,2011-05-23 16:32:00,1,900.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13739,3,216.9,72.3,2011-11-21 13:35:00,2011-11-21 13:35:00,1,90.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13740,23,350.75,15.25,2011-04-13 10:32:00,2011-04-13 10:32:00,1,690.0,1,610.78,2179,273.52,29.71,Low Value Irregular
13741,34,668.43,19.66,2011-05-06 13:43:00,2011-09-29 09:19:00,145,7.03,0,3180.78,1865,16.36,267.89,High Value Irregular
13742,321,3131.02,9.75,2011-01-23 14:59:00,2011-11-23 11:07:00,303,31.78,0,3180.78,1865,16.36,267.89,High Value Irregular
13743,41,1341.6,32.72,2011-03-25 14:46:00,2011-12-07 10:09:00,256,4.8,0,3180.78,1865,16.36,267.89,High Value Irregular
13744,72,1156.36,16.06,2011-02-20 14:08:00,2011-09-05 15:19:00,197,10.96,0,3180.78,1865,16.36,267.89,High Value Irregular
